selected_model,family,detail,completed_matches,within_one_accuracy,target_within_one_accuracy,exact_score_accuracy,target_exact_score_accuracy,outcome_accuracy,reached_target,evaluation_scope
exact_score_tree_walk_forward,scoreline_tree,"DecisionTreeClassifier(max_depth=5, min_samples_leaf=1); retrained before each match date / knockout round",72,0.5416666666666666,0.6,0.06944444444444445,0.5,0.5,False,date_safe_walk_forward_and_round_start_snapshots
