player,player_url,team,raw_position,scorito_position,round,round_order,opponent,team_xg,adjusted_team_xg,opponent_xg,team_elo_diff,opponent_goals_against_per_match,opponent_clean_sheet_rate,opponent_defense_factor,attacking_opportunity_score,group_goals,group_goal_matches,team_completed_group_goals,player_goal_share_uncapped,position_share_cap,player_goal_share,carryover_boost,multi_match_scorer_boost,expected_round_goals,points_per_goal,expected_round_points
Hélio Varela,https://en.wikipedia.org/wiki/H%C3%A9lio_Varela,Cape Verde,Winger,Aanvaller,Round of 32,1,Argentina,0.835,0.7787766666666666,2.265,-324.53,0.3333333333333333,0.6666666666666666,0.9326666666666666,0.1565649999999999,1,1,2.0,0.39,0.62,0.39,0.7891661533851608,1.0,0.23968783268798582,24,5.752507984511659
Ibrahim Mbaye,https://en.wikipedia.org/wiki/Ibrahim_Mbaye,Senegal,Forward,Aanvaller,Round of 32,1,Belgium,1.207,1.1571106666666668,1.566,-84.61,0.6666666666666666,0.3333333333333333,0.9586666666666667,0.944779,1,1,8.0,0.156,0.62,0.156,0.7891661533851608,1.0,0.14245180152126652,24,3.4188432365103965
Iliman Ndiaye,https://en.wikipedia.org/wiki/Iliman_Ndiaye,Senegal,Wide midfielder winger,Aanvaller,Round of 32,1,Belgium,1.207,1.1571106666666668,1.566,-84.61,0.6666666666666666,0.3333333333333333,0.9586666666666667,0.944779,1,1,8.0,0.156,0.62,0.156,0.7891661533851608,1.0,0.14245180152126652,24,3.4188432365103965
Ismael Saibari,https://en.wikipedia.org/wiki/Ismael_Saibari,Morocco,Attacking midfielder forward,Aanvaller,Round of 32,1,Netherlands,1.256,1.2568373333333331,1.505,-58.72,1.3333333333333333,0.0,1.0006666666666666,1.1666739999999998,3,3,6.0,0.445,0.62,0.445,1.65,1.2,1.1073993743999997,24,26.57758498559999
Ismaïla Sarr,https://en.wikipedia.org/wiki/Isma%C3%AFla_Sarr,Senegal,Forward winger,Aanvaller,Round of 32,1,Belgium,1.207,1.1571106666666668,1.566,-84.61,0.6666666666666666,0.3333333333333333,0.9586666666666667,0.944779,3,2,8.0,0.356,0.62,0.356,1.65,1.1,0.7476554861600001,24,17.94373166784
Jamal Musiala,https://en.wikipedia.org/wiki/Jamal_Musiala,Germany,Attacking midfielder,Middenvelder,Round of 32,1,Paraguay,1.574,1.5435693333333333,1.201,87.98,1.3333333333333333,0.6666666666666666,0.9806666666666666,1.6401226666666666,1,1,10.0,0.11166666666666668,0.38,0.11166666666666668,0.7891661533851608,1.0,0.13602481518181264,48,6.529191128727007
Jamal Musiala,https://en.wikipedia.org/wiki/Jamal_Musiala,Germany,Attacking midfielder,Middenvelder,Round of 16,2,France,1.048,1.0046826666666666,1.805,-176.77,0.6666666666666666,0.3333333333333333,0.9586666666666667,0.6541109999999999,1,1,10.0,0.11166666666666668,0.38,0.11166666666666668,0.7891661533851608,1.0,0.08853620702257883,48,4.2497379370837844
Jaminton Campaz,https://en.wikipedia.org/wiki/Jaminton_Campaz,Colombia,Attacking midfielder,Middenvelder,Round of 32,1,Ghana,1.867,1.7711606666666666,1.012,198.94,0.6666666666666666,0.6666666666666666,0.9486666666666667,1.9674873333333331,1,1,4.0,0.22333333333333336,0.38,0.22333333333333336,0.7891661533851608,1.0,0.31216194457602947,48,14.983773339649414
Jaminton Campaz,https://en.wikipedia.org/wiki/Jaminton_Campaz,Colombia,Attacking midfielder,Middenvelder,Round of 16,2,Switzerland,1.503,1.4799539999999998,1.258,57.99,1.0,0.0,0.9846666666666666,1.5315223333333332,1,1,4.0,0.22333333333333336,0.38,0.22333333333333336,0.7891661533851608,1.0,0.2608376118652927,48,12.52020536953405
Jan Paul van Hecke,https://en.wikipedia.org/wiki/Jan_Paul_van_Hecke,Netherlands,Centre-back,Keeper / Verdediger,Round of 32,1,Morocco,1.505,1.466873333333333,1.256,58.72,1.0,0.3333333333333333,0.9746666666666666,1.5028699999999997,1,1,10.0,0.09500000000000001,0.18,0.09500000000000001,0.7891661533851608,1.0,0.10997264466714386,96,10.557373888045811
Jan Paul van Hecke,https://en.wikipedia.org/wiki/Jan_Paul_van_Hecke,Netherlands,Centre-back,Keeper / Verdediger,Round of 16,2,South Africa,1.794,1.7485519999999999,1.054,173.01,1.0,0.3333333333333333,0.9746666666666666,1.9559836666666668,1,1,10.0,0.09500000000000001,0.18,0.09500000000000001,0.7891661533851608,1.0,0.13109031530422335,96,12.584670269205443
Jan Paul van Hecke,https://en.wikipedia.org/wiki/Jan_Paul_van_Hecke,Netherlands,Centre-back,Keeper / Verdediger,Quarterfinals,3,France,1.229,1.1782013333333334,1.538,-72.73,0.6666666666666666,0.3333333333333333,0.9586666666666667,0.9836896666666668,1,1,10.0,0.09500000000000001,0.18,0.09500000000000001,0.7891661533851608,1.0,0.08833067834329379,128,11.306326827941605
Johan Manzambi,https://en.wikipedia.org/wiki/Johan_Manzambi,Switzerland,Midfielder,Middenvelder,Round of 32,1,Algeria,1.471,1.5425886666666666,1.286,43.73,2.3333333333333335,0.0,1.0486666666666666,1.7061003333333333,3,2,7.0,0.3711111111111111,0.38,0.3711111111111111,1.65,1.1,1.0390363062444443,48,49.87374269973333
Johan Manzambi,https://en.wikipedia.org/wiki/Johan_Manzambi,Switzerland,Midfielder,Middenvelder,Round of 16,2,Colombia,1.258,1.1732946666666666,1.503,-57.99,0.3333333333333333,0.6666666666666666,0.9326666666666666,0.9508929999999998,3,2,7.0,0.3711111111111111,0.38,0.3711111111111111,1.65,1.1,0.7902921776444444,48,37.93402452693333
Johan Manzambi,https://en.wikipedia.org/wiki/Johan_Manzambi,Switzerland,Midfielder,Middenvelder,Quarterfinals,3,Argentina,1.059,0.987694,1.784,-169.43,0.3333333333333333,0.6666666666666666,0.9326666666666666,0.5981323333333333,3,2,7.0,0.3711111111111111,0.38,0.3711111111111111,1.65,1.1,0.6652777552666668,64,42.57777633706667
Jonathan David,https://en.wikipedia.org/wiki/Jonathan_David,Canada,Forward,Aanvaller,Round of 32,1,South Africa,1.304,1.2709653333333333,1.45,-34.69,1.0,0.3333333333333333,0.9746666666666666,1.166847,3,1,8.0,0.356,0.62,0.356,1.65,1.0,0.7465650367999999,24,17.917560883199997
Jovo Lukić,https://en.wikipedia.org/wiki/Jovo_Luki%C4%87,Bosnia and Herzegovina,Forward,Aanvaller,Round of 32,1,United States,1.169,1.1580893333333333,1.617,-105.27,1.3333333333333333,0.3333333333333333,0.9906666666666666,0.9814343333333333,1,1,5.0,0.22285714285714286,0.62,0.22285714285714286,0.7891661533851608,1.0,0.203674692994623,24,4.888192631870952
João Neves,https://en.wikipedia.org/wiki/Jo%C3%A3o_Neves,Portugal,Midfielder,Middenvelder,Round of 32,1,Croatia,1.486,1.4959066666666665,1.273,50.26,1.6666666666666667,0.3333333333333333,1.0066666666666666,1.58588,1,1,6.0,0.1675,0.38,0.1675,0.7891661533851608,1.0,0.19773691741772234,48,9.491372036050672
João Neves,https://en.wikipedia.org/wiki/Jo%C3%A3o_Neves,Portugal,Midfielder,Middenvelder,Round of 16,2,Spain,1.2,1.088,1.575,-88.38,0.0,1.0,0.9066666666666667,0.7700133333333334,1,1,6.0,0.1675,0.38,0.1675,0.7891661533851608,1.0,0.14381763979291173,48,6.903246710059763
João Neves,https://en.wikipedia.org/wiki/Jo%C3%A3o_Neves,Portugal,Midfielder,Middenvelder,Quarterfinals,3,United States,1.683,1.667292,1.123,131.56,1.3333333333333333,0.3333333333333333,0.9906666666666666,1.845882,1,1,6.0,0.1675,0.38,0.1675,0.7891661533851608,1.0,0.22039154438015013,64,14.105058840329608
João Neves,https://en.wikipedia.org/wiki/Jo%C3%A3o_Neves,Portugal,Midfielder,Middenvelder,Semifinals,4,France,1.175,1.1264333333333334,1.609,-102.28,0.6666666666666666,0.3333333333333333,0.9586666666666667,0.8875966666666667,1,1,6.0,0.1675,0.38,0.1675,0.7891661533851608,1.0,0.1488979626691748,80,11.911837013533983
João Neves,https://en.wikipedia.org/wiki/Jo%C3%A3o_Neves,Portugal,Midfielder,Middenvelder,Match for third place,5,Argentina,1.177,1.0977486666666667,1.607,-101.19,0.3333333333333333,0.6666666666666666,0.9326666666666666,0.8105469999999999,1,1,6.0,0.1675,0.38,0.1675,0.7891661533851608,1.0,0.14510627052005126,96,13.930201969924921
Jude Bellingham,https://en.wikipedia.org/wiki/Jude_Bellingham,England,Midfielder [ 2 ],Middenvelder,Round of 32,1,DR Congo,1.744,1.7172586666666665,1.084,154.55,1.0,0.0,0.9846666666666666,1.9136669999999998,2,2,6.0,0.2925,0.38,0.2925,1.4304732526990827,1.1,0.7903764910359606,48,37.93807156972611
Jude Bellingham,https://en.wikipedia.org/wiki/Jude_Bellingham,England,Midfielder [ 2 ],Middenvelder,Round of 16,2,Mexico,1.416,1.28384,1.335,19.09,0.0,1.0,0.9066666666666667,1.1270583333333333,2,2,6.0,0.2925,0.38,0.2925,1.4304732526990827,1.1,0.5908934827047649,48,28.362887169828717
Julián Quiñones,https://en.wikipedia.org/wiki/Juli%C3%A1n_Qui%C3%B1ones,Mexico,Forward winger,Aanvaller,Round of 32,1,Ecuador,1.552,1.4878506666666667,1.218,78.86,0.6666666666666666,0.3333333333333333,0.9586666666666667,1.520724,2,2,6.0,0.32,0.62,0.32,1.4304732526990827,1.1,0.7491723651023622,24,17.98013676245669
Julián Quiñones,https://en.wikipedia.org/wiki/Juli%C3%A1n_Qui%C3%B1ones,Mexico,Forward winger,Aanvaller,Round of 16,2,England,1.335,1.26647,1.416,-19.09,0.6666666666666666,0.6666666666666666,0.9486666666666667,1.1357516666666667,2,2,6.0,0.32,0.62,0.32,1.4304732526990827,1.1,0.6377013140417241,24,15.30483153700138
Julián Quiñones,https://en.wikipedia.org/wiki/Juli%C3%A1n_Qui%C3%B1ones,Mexico,Forward winger,Aanvaller,Quarterfinals,3,Brazil,1.227,1.144382,1.541,-73.92,0.3333333333333333,0.6666666666666666,0.9326666666666666,0.8980853333333332,2,2,6.0,0.32,0.62,0.32,1.4304732526990827,1.1,0.5762267603383392,32,18.439256330826854
Junya Itō,https://en.wikipedia.org/wiki/Junya_It%C5%8D,Japan,Winger forward,Aanvaller,Round of 32,1,Brazil,1.17,1.0912199999999999,1.616,-104.9,0.3333333333333333,0.6666666666666666,0.9326666666666666,0.7984533333333331,1,1,7.0,0.17333333333333334,0.62,0.17333333333333334,0.7891661533851608,1.0,0.14926667424880555,24,3.582400181971333
Kai Havertz,https://en.wikipedia.org/wiki/Kai_Havertz,Germany,Forward attacking midfielder [ 2 ],Aanvaller,Round of 32,1,Paraguay,1.574,1.5435693333333333,1.201,87.98,1.3333333333333333,0.6666666666666666,0.9806666666666666,1.6401226666666666,2,1,10.0,0.21333333333333335,0.62,0.21333333333333335,1.4304732526990827,1.0,0.47104739093757614,24,11.305137382501828
Kai Havertz,https://en.wikipedia.org/wiki/Kai_Havertz,Germany,Forward attacking midfielder [ 2 ],Aanvaller,Round of 16,2,France,1.048,1.0046826666666666,1.805,-176.77,0.6666666666666666,0.3333333333333333,0.9586666666666667,0.6541109999999999,2,1,10.0,0.21333333333333335,0.62,0.21333333333333335,1.4304732526990827,1.0,0.306596625518305,24,7.3583190124393205
Keito Nakamura,https://en.wikipedia.org/wiki/Keito_Nakamura,Japan,Left winger forward,Aanvaller,Round of 32,1,Brazil,1.17,1.0912199999999999,1.616,-104.9,0.3333333333333333,0.6666666666666666,0.9326666666666666,0.7984533333333331,1,1,7.0,0.17333333333333334,0.62,0.17333333333333334,0.7891661533851608,1.0,0.14926667424880555,24,3.582400181971333
Kerim Alajbegović,https://en.wikipedia.org/wiki/Kerim_Alajbegovi%C4%87,Bosnia and Herzegovina,Winger,Aanvaller,Round of 32,1,United States,1.169,1.1580893333333333,1.617,-105.27,1.3333333333333333,0.3333333333333333,0.9906666666666666,0.9814343333333333,1,1,5.0,0.22285714285714286,0.62,0.22285714285714286,0.7891661533851608,1.0,0.203674692994623,24,4.888192631870952
Kevin De Bruyne,https://en.wikipedia.org/wiki/Kevin_De_Bruyne,Belgium,Midfielder,Middenvelder,Round of 32,1,Senegal,1.566,1.601496,1.207,84.61,2.0,0.3333333333333333,1.0226666666666666,1.7763276666666665,1,1,6.0,0.1675,0.38,0.1675,0.7891661533851608,1.0,0.21169427836193838,48,10.161325361373041
Kevin De Bruyne,https://en.wikipedia.org/wiki/Kevin_De_Bruyne,Belgium,Midfielder,Middenvelder,Round of 16,2,United States,1.667,1.6514413333333333,1.134,125.01,1.3333333333333333,0.3333333333333333,0.9906666666666666,1.8202063333333334,1,1,6.0,0.1675,0.38,0.1675,0.7891661533851608,1.0,0.21829631876512792,48,10.47822330072614
Kevin Pina,https://en.wikipedia.org/wiki/Kevin_Pina_(footballer),Cape Verde,Defensive midfielder,Middenvelder,Round of 32,1,Argentina,0.835,0.7787766666666666,2.265,-324.53,0.3333333333333333,0.6666666666666666,0.9326666666666666,0.1565649999999999,1,1,2.0,0.335,0.38,0.335,0.7891661533851608,1.0,0.20588570243711604,48,9.88251371698157
Kylian Mbappé,https://en.wikipedia.org/wiki/Kylian_Mbapp%C3%A9,France,Forward,Aanvaller,Round of 32,1,Sweden,2.04,2.13928,0.927,256.45,2.3333333333333335,0.0,1.0486666666666666,2.6218716666666664,4,2,10.0,0.38000000000000006,0.62,0.38000000000000006,1.129226493747105,1.1,1.0097758311811025,24,24.23461994834646
Kylian Mbappé,https://en.wikipedia.org/wiki/Kylian_Mbapp%C3%A9,France,Forward,Aanvaller,Round of 16,2,Germany,1.805,1.8062033333333332,1.048,176.77,1.3333333333333333,0.0,1.0006666666666666,2.069275,4,2,10.0,0.38000000000000006,0.62,0.38000000000000006,1.129226493747105,1.1,0.8525580906654316,24,20.46139417597036
Kylian Mbappé,https://en.wikipedia.org/wiki/Kylian_Mbapp%C3%A9,France,Forward,Aanvaller,Quarterfinals,3,Netherlands,1.538,1.5390253333333332,1.229,72.73,1.3333333333333333,0.0,1.0006666666666666,1.6460369999999998,4,2,10.0,0.38000000000000006,0.62,0.38000000000000006,1.129226493747105,1.1,0.7264456196362514,32,23.246259828360046
Kylian Mbappé,https://en.wikipedia.org/wiki/Kylian_Mbapp%C3%A9,France,Forward,Aanvaller,Semifinals,4,Portugal,1.609,1.5006606666666666,1.175,102.28,0.3333333333333333,0.6666666666666666,0.9326666666666666,1.5186640000000002,4,2,10.0,0.38000000000000006,0.62,0.38000000000000006,1.129226493747105,1.1,0.7083368572623129,40,28.333474290492514
Kylian Mbappé,https://en.wikipedia.org/wiki/Kylian_Mbapp%C3%A9,France,Forward,Aanvaller,Final,6,Brazil,1.441,1.3439726666666667,1.312,30.64,0.3333333333333333,0.6666666666666666,0.9326666666666666,1.2545160000000002,4,2,10.0,0.38000000000000006,0.62,0.38000000000000006,1.129226493747105,1.1,0.634377508586074,48,30.450120412131554
Lamine Yamal,https://en.wikipedia.org/wiki/Lamine_Yamal,Spain,Right winger right midfielder,Aanvaller,Round of 32,1,Austria,1.985,2.0498433333333335,0.952,238.64,2.0,0.0,1.0326666666666666,2.4723866666666665,1,1,5.0,0.22285714285714286,0.62,0.22285714285714286,0.7891661533851608,1.0,0.360508640902551,24,8.652207381661224
Lamine Yamal,https://en.wikipedia.org/wiki/Lamine_Yamal,Spain,Right winger right midfielder,Aanvaller,Round of 16,2,Portugal,1.575,1.46895,1.2,88.38,0.3333333333333333,0.6666666666666666,0.9326666666666666,1.4661033333333335,1,1,5.0,0.22285714285714286,0.62,0.22285714285714286,0.7891661533851608,1.0,0.2583461669690866,24,6.200308007258078
Lautaro Martínez,https://en.wikipedia.org/wiki/Lautaro_Mart%C3%ADnez,Argentina,Forward,Aanvaller,Round of 32,1,Cape Verde,2.265,2.14873,0.835,324.53,0.6666666666666666,0.6666666666666666,0.9486666666666667,2.5334416666666666,1,1,8.0,0.156,0.62,0.156,0.7891661533851608,1.0,0.2645299782470743,24,6.348719477929784
Lautaro Martínez,https://en.wikipedia.org/wiki/Lautaro_Mart%C3%ADnez,Argentina,Forward,Aanvaller,Round of 16,2,Australia,1.975,1.8736166666666667,0.957,235.44,0.6666666666666666,0.6666666666666666,0.9486666666666667,2.1246933333333335,1,1,8.0,0.156,0.62,0.156,0.7891661533851608,1.0,0.23066079780925902,24,5.535859147422217
Lautaro Martínez,https://en.wikipedia.org/wiki/Lautaro_Mart%C3%ADnez,Argentina,Forward,Aanvaller,Quarterfinals,3,Switzerland,1.784,1.7566453333333332,1.059,169.43,1.0,0.0,0.9846666666666666,1.9753736666666664,1,1,8.0,0.156,0.62,0.156,0.7891661533851608,1.0,0.216260466328711,32,6.920334922518752
Lautaro Martínez,https://en.wikipedia.org/wiki/Lautaro_Mart%C3%ADnez,Argentina,Forward,Aanvaller,Semifinals,4,Brazil,1.439,1.3421073333333333,1.314,29.55,0.3333333333333333,0.6666666666666666,0.9326666666666666,1.2510156666666667,1,1,8.0,0.156,0.62,0.156,0.7891661533851608,1.0,0.16522672634156246,40,6.609069053662498
Lautaro Martínez,https://en.wikipedia.org/wiki/Lautaro_Mart%C3%ADnez,Argentina,Forward,Aanvaller,Match for third place,5,Portugal,1.607,1.4987953333333333,1.177,101.19,0.3333333333333333,0.6666666666666666,0.9326666666666666,1.5151636666666668,1,1,8.0,0.156,0.62,0.156,0.7891661533851608,1.0,0.18451657347525424,48,8.856795526812203
Leandro Trossard,https://en.wikipedia.org/wiki/Leandro_Trossard,Belgium,Winger forward,Aanvaller,Round of 32,1,Senegal,1.566,1.601496,1.207,84.61,2.0,0.3333333333333333,1.0226666666666666,1.7763276666666665,2,1,6.0,0.32,0.62,0.32,1.4304732526990827,1.0,0.7330871015374625,24,17.5940904368991
Leandro Trossard,https://en.wikipedia.org/wiki/Leandro_Trossard,Belgium,Winger forward,Aanvaller,Round of 16,2,United States,1.667,1.6514413333333333,1.134,125.01,1.3333333333333333,0.3333333333333333,0.9906666666666666,1.8202063333333334,2,1,6.0,0.32,0.62,0.32,1.4304732526990827,1.0,0.7559496498352138,24,18.142791596045132
Leo Østigård,https://en.wikipedia.org/wiki/Leo_%C3%98stig%C3%A5rd,Norway,Centre-back [ 3 ],Keeper / Verdediger,Round of 32,1,Ivory Coast,1.295,1.2285233333333332,1.459,-38.76,0.6666666666666666,0.6666666666666666,0.9486666666666667,1.0682999999999998,1,1,8.0,0.11400000000000002,0.18,0.11400000000000002,0.7891661533851608,1.0,0.11052402979740639,96,10.610306860551013
Leroy Sané,https://en.wikipedia.org/wiki/Leroy_San%C3%A9,Germany,Winger attacking midfielder,Aanvaller,Round of 32,1,Paraguay,1.574,1.5435693333333333,1.201,87.98,1.3333333333333333,0.6666666666666666,0.9806666666666666,1.6401226666666666,1,1,10.0,0.13,0.62,0.13,0.7891661533851608,1.0,0.15835724752509528,24,3.8005739406022867
Leroy Sané,https://en.wikipedia.org/wiki/Leroy_San%C3%A9,Germany,Winger attacking midfielder,Aanvaller,Round of 16,2,France,1.048,1.0046826666666666,1.805,-176.77,0.6666666666666666,0.3333333333333333,0.9586666666666667,0.6541109999999999,1,1,10.0,0.13,0.62,0.13,0.7891661533851608,1.0,0.10307200220539028,24,2.473728052929367
Lionel Messi,https://en.wikipedia.org/wiki/Lionel_Messi,Argentina,Forward,Aanvaller,Round of 32,1,Cape Verde,2.265,2.14873,0.835,324.53,0.6666666666666666,0.6666666666666666,0.9486666666666667,2.5334416666666666,6,3,8.0,0.656,0.62,0.62,1.129226493747105,1.2,1.8052437158684576,24,43.32584918084298
Lionel Messi,https://en.wikipedia.org/wiki/Lionel_Messi,Argentina,Forward,Aanvaller,Round of 16,2,Australia,1.975,1.8736166666666667,0.957,235.44,0.6666666666666666,0.6666666666666666,0.9486666666666667,2.1246933333333335,6,3,8.0,0.656,0.62,0.62,1.129226493747105,1.2,1.5741087588698472,24,37.77861021287633
Lionel Messi,https://en.wikipedia.org/wiki/Lionel_Messi,Argentina,Forward,Aanvaller,Quarterfinals,3,Switzerland,1.784,1.7566453333333332,1.059,169.43,1.0,0.0,0.9846666666666666,1.9753736666666664,6,3,8.0,0.656,0.62,0.62,1.129226493747105,1.2,1.4758359351848072,32,47.22674992591383
Lionel Messi,https://en.wikipedia.org/wiki/Lionel_Messi,Argentina,Forward,Aanvaller,Semifinals,4,Brazil,1.439,1.3421073333333333,1.314,29.55,0.3333333333333333,0.6666666666666666,0.9326666666666666,1.2510156666666667,6,3,8.0,0.656,0.62,0.62,1.129226493747105,1.2,1.127564109739694,40,45.10256438958776
Lionel Messi,https://en.wikipedia.org/wiki/Lionel_Messi,Argentina,Forward,Aanvaller,Match for third place,5,Portugal,1.607,1.4987953333333333,1.177,101.19,0.3333333333333333,0.6666666666666666,0.9326666666666666,1.5151636666666668,6,3,8.0,0.656,0.62,0.62,1.129226493747105,1.2,1.2592046729337654,48,60.44182430082074
Luis Díaz,"https://en.wikipedia.org/wiki/Luis_D%C3%ADaz_(footballer,_born_1997)",Colombia,Left winger left midfielder [ 2 ],Aanvaller,Round of 32,1,Ghana,1.867,1.7711606666666666,1.012,198.94,0.6666666666666666,0.6666666666666666,0.9486666666666667,1.9674873333333331,1,1,4.0,0.26,0.62,0.26,0.7891661533851608,1.0,0.36341241308851185,24,8.721897914124284
Luis Díaz,"https://en.wikipedia.org/wiki/Luis_D%C3%ADaz_(footballer,_born_1997)",Colombia,Left winger left midfielder [ 2 ],Aanvaller,Round of 16,2,Switzerland,1.503,1.4799539999999998,1.258,57.99,1.0,0.0,0.9846666666666666,1.5315223333333332,1,1,4.0,0.26,0.62,0.26,0.7891661533851608,1.0,0.3036616973954154,24,7.287880737489969
Luis Romo,https://en.wikipedia.org/wiki/Luis_Romo,Mexico,Defensive midfielder centre-back,Keeper / Verdediger,Round of 32,1,Ecuador,1.552,1.4878506666666667,1.218,78.86,0.6666666666666666,0.3333333333333333,0.9586666666666667,1.520724,1,1,6.0,0.14250000000000002,0.18,0.14250000000000002,0.7891661533851608,1.0,0.16731799770804548,96,16.062527779972367
Luis Romo,https://en.wikipedia.org/wiki/Luis_Romo,Mexico,Defensive midfielder centre-back,Keeper / Verdediger,Round of 16,2,England,1.335,1.26647,1.416,-19.09,0.6666666666666666,0.6666666666666666,0.9486666666666667,1.1357516666666667,1,1,6.0,0.14250000000000002,0.18,0.14250000000000002,0.7891661533851608,1.0,0.1424223743045729,96,13.672547933238999
Luis Romo,https://en.wikipedia.org/wiki/Luis_Romo,Mexico,Defensive midfielder centre-back,Keeper / Verdediger,Quarterfinals,3,Brazil,1.227,1.144382,1.541,-73.92,0.3333333333333333,0.6666666666666666,0.9326666666666666,0.8980853333333332,1,1,6.0,0.14250000000000002,0.18,0.14250000000000002,0.7891661533851608,1.0,0.12869282458440845,128,16.47268154680428
Mahmoud Saber,https://en.wikipedia.org/wiki/Mahmoud_Saber,Egypt,Central midfielder,Middenvelder,Round of 32,1,Australia,1.493,1.4163593333333335,1.266,53.67,0.6666666666666666,0.6666666666666666,0.9486666666666667,1.3947810000000003,1,1,5.0,0.19142857142857145,0.38,0.19142857142857145,0.7891661533851608,1.0,0.2139679164061575,48,10.27045998749556
Marcel Sabitzer,https://en.wikipedia.org/wiki/Marcel_Sabitzer,Austria,Midfielder forward,Aanvaller,Round of 32,1,Spain,0.952,0.8631466666666667,1.985,-238.64,0.0,1.0,0.9066666666666667,0.31977,1,1,6.0,0.195,0.62,0.195,0.7891661533851608,1.0,0.13282739627440862,24,3.1878575105858067
Marcus Holmgren Pedersen,https://en.wikipedia.org/wiki/Marcus_Holmgren_Pedersen,Norway,Right-back,Keeper / Verdediger,Round of 32,1,Ivory Coast,1.295,1.2285233333333332,1.459,-38.76,0.6666666666666666,0.6666666666666666,0.9486666666666667,1.0682999999999998,1,1,8.0,0.11400000000000002,0.18,0.11400000000000002,0.7891661533851608,1.0,0.11052402979740639,96,10.610306860551013
Marcus Rashford,https://en.wikipedia.org/wiki/Marcus_Rashford,England,Forward,Aanvaller,Round of 32,1,DR Congo,1.744,1.7172586666666665,1.084,154.55,1.0,0.0,0.9846666666666666,1.9136669999999998,1,1,6.0,0.195,0.62,0.195,0.7891661533851608,1.0,0.2642644711864293,24,6.342347308474304
Marcus Rashford,https://en.wikipedia.org/wiki/Marcus_Rashford,England,Forward,Aanvaller,Round of 16,2,Mexico,1.416,1.28384,1.335,19.09,0.0,1.0,0.9066666666666667,1.1270583333333333,1,1,6.0,0.195,0.62,0.195,0.7891661533851608,1.0,0.19756679950059097,24,4.741603188014183
Marko Arnautović,https://en.wikipedia.org/wiki/Marko_Arnautovi%C4%87,Austria,Striker,Aanvaller,Round of 32,1,Spain,0.952,0.8631466666666667,1.985,-238.64,0.0,1.0,0.9066666666666667,0.31977,2,2,6.0,0.32,0.62,0.32,1.4304732526990827,1.1,0.43461729337770927,24,10.430815041065022
Martin Baturina,https://en.wikipedia.org/wiki/Martin_Baturina,Croatia,Attacking midfielder,Middenvelder,Round of 32,1,Portugal,1.273,1.1872846666666665,1.486,-50.26,0.3333333333333333,0.6666666666666666,0.9326666666666666,0.9764779999999997,1,1,5.0,0.19142857142857145,0.38,0.19142857142857145,0.7891661533851608,1.0,0.17936184718730455,48,8.609368664990619
Mateo Chávez,https://en.wikipedia.org/wiki/Mateo_Ch%C3%A1vez,Mexico,Left-back,Keeper / Verdediger,Round of 32,1,Ecuador,1.552,1.4878506666666667,1.218,78.86,0.6666666666666666,0.3333333333333333,0.9586666666666667,1.520724,1,1,6.0,0.14250000000000002,0.18,0.14250000000000002,0.7891661533851608,1.0,0.16731799770804548,96,16.062527779972367
Mateo Chávez,https://en.wikipedia.org/wiki/Mateo_Ch%C3%A1vez,Mexico,Left-back,Keeper / Verdediger,Round of 16,2,England,1.335,1.26647,1.416,-19.09,0.6666666666666666,0.6666666666666666,0.9486666666666667,1.1357516666666667,1,1,6.0,0.14250000000000002,0.18,0.14250000000000002,0.7891661533851608,1.0,0.1424223743045729,96,13.672547933238999
Mateo Chávez,https://en.wikipedia.org/wiki/Mateo_Ch%C3%A1vez,Mexico,Left-back,Keeper / Verdediger,Quarterfinals,3,Brazil,1.227,1.144382,1.541,-73.92,0.3333333333333333,0.6666666666666666,0.9326666666666666,0.8980853333333332,1,1,6.0,0.14250000000000002,0.18,0.14250000000000002,0.7891661533851608,1.0,0.12869282458440845,128,16.47268154680428
Matheus Cunha,https://en.wikipedia.org/wiki/Matheus_Cunha,Brazil,Forward attacking midfielder winger,Aanvaller,Round of 32,1,Japan,1.616,1.5750613333333332,1.17,104.9,1.0,0.3333333333333333,0.9746666666666666,1.680328,3,2,7.0,0.39555555555555555,0.62,0.39555555555555555,1.65,1.1,1.1307890332444444,24,27.138936797866663
Matheus Cunha,https://en.wikipedia.org/wiki/Matheus_Cunha,Brazil,Forward attacking midfielder winger,Aanvaller,Round of 16,2,Ivory Coast,1.815,1.72183,1.041,180.59,0.6666666666666666,0.6666666666666666,0.9486666666666667,1.8906316666666667,3,2,7.0,0.39555555555555555,0.62,0.39555555555555555,1.65,1.1,1.2361591513333332,24,29.667819631999997
Matheus Cunha,https://en.wikipedia.org/wiki/Matheus_Cunha,Brazil,Forward attacking midfielder winger,Aanvaller,Quarterfinals,3,Mexico,1.541,1.3971733333333334,1.227,73.92,0.0,1.0,0.9066666666666667,1.3226366666666667,3,2,7.0,0.39555555555555555,0.62,0.39555555555555555,1.65,1.1,1.0030773084444446,32,32.09847387022223
Matheus Cunha,https://en.wikipedia.org/wiki/Matheus_Cunha,Brazil,Forward attacking midfielder winger,Aanvaller,Semifinals,4,Argentina,1.314,1.225524,1.439,-29.55,0.3333333333333333,0.6666666666666666,0.9326666666666666,1.0457823333333336,3,2,7.0,0.39555555555555555,0.62,0.39555555555555555,1.65,1.1,0.8798445304000001,40,35.193781216000005
