match_key,tournament,competition,year,round,stage_type,date,team,player,player_url,goal_text
FIFA World Cup 2010-group_H-4,FIFA World Cup 2010,FIFA World Cup,2010,Group H,group,2010-06-21,Spain,David Villa,https://en.wikipedia.org/wiki/David_Villa,"Villa 17' , 51'"
FIFA World Cup 2010-group_H-5,FIFA World Cup 2010,FIFA World Cup,2010,Group H,group,2010-06-25,Chile,Rodrigo Millar,https://en.wikipedia.org/wiki/Rodrigo_Millar,Millar 47'
FIFA World Cup 2010-group_H-5,FIFA World Cup 2010,FIFA World Cup,2010,Group H,group,2010-06-25,Spain,David Villa,https://en.wikipedia.org/wiki/David_Villa,Villa 24'
FIFA World Cup 2010-group_H-5,FIFA World Cup 2010,FIFA World Cup,2010,Group H,group,2010-06-25,Spain,Andrés Iniesta,https://en.wikipedia.org/wiki/Andr%C3%A9s_Iniesta,Iniesta 37'
FIFA World Cup 2014-main-1,FIFA World Cup 2014,FIFA World Cup,2014,Round of 16,knockout,2014-06-28,Brazil,David Luiz,https://en.wikipedia.org/wiki/David_Luiz,David Luiz 18'
FIFA World Cup 2014-main-1,FIFA World Cup 2014,FIFA World Cup,2014,Round of 16,knockout,2014-06-28,Chile,Alexis Sánchez,https://en.wikipedia.org/wiki/Alexis_S%C3%A1nchez,Sánchez 32'
FIFA World Cup 2014-main-2,FIFA World Cup 2014,FIFA World Cup,2014,Round of 16,knockout,2014-06-28,Colombia,James Rodríguez,https://en.wikipedia.org/wiki/James_Rodr%C3%ADguez,"Rodríguez 28' , 50'"
FIFA World Cup 2014-main-3,FIFA World Cup 2014,FIFA World Cup,2014,Round of 16,knockout,2014-06-29,Netherlands,Wesley Sneijder,https://en.wikipedia.org/wiki/Wesley_Sneijder,Sneijder 88'
FIFA World Cup 2014-main-3,FIFA World Cup 2014,FIFA World Cup,2014,Round of 16,knockout,2014-06-29,Netherlands,Klaas-Jan Huntelaar,https://en.wikipedia.org/wiki/Klaas-Jan_Huntelaar,Huntelaar 90+4' ( pen. )
FIFA World Cup 2014-main-3,FIFA World Cup 2014,FIFA World Cup,2014,Round of 16,knockout,2014-06-29,Mexico,Giovani dos Santos,https://en.wikipedia.org/wiki/Giovani_dos_Santos,Dos Santos 48'
FIFA World Cup 2014-main-4,FIFA World Cup 2014,FIFA World Cup,2014,Round of 16,knockout,2014-06-29,Costa Rica,Bryan Ruiz,https://en.wikipedia.org/wiki/Bryan_Ruiz,Ruiz 52'
FIFA World Cup 2014-main-4,FIFA World Cup 2014,FIFA World Cup,2014,Round of 16,knockout,2014-06-29,Greece,Sokratis Papastathopoulos,https://en.wikipedia.org/wiki/Sokratis_Papastathopoulos,Papastathopoulos 90+1'
FIFA World Cup 2014-main-5,FIFA World Cup 2014,FIFA World Cup,2014,Round of 16,knockout,2014-06-30,France,Paul Pogba,https://en.wikipedia.org/wiki/Paul_Pogba,Pogba 79'
FIFA World Cup 2014-main-6,FIFA World Cup 2014,FIFA World Cup,2014,Round of 16,knockout,2014-06-30,Germany,André Schürrle,https://en.wikipedia.org/wiki/Andr%C3%A9_Sch%C3%BCrrle,Schürrle 92'
FIFA World Cup 2014-main-6,FIFA World Cup 2014,FIFA World Cup,2014,Round of 16,knockout,2014-06-30,Germany,Mesut Özil,https://en.wikipedia.org/wiki/Mesut_%C3%96zil,Özil 120'
FIFA World Cup 2014-main-6,FIFA World Cup 2014,FIFA World Cup,2014,Round of 16,knockout,2014-06-30,Algeria,Abdelmoumene Djabou,https://en.wikipedia.org/wiki/Abdelmoumene_Djabou,Djabou 120+1'
FIFA World Cup 2014-main-7,FIFA World Cup 2014,FIFA World Cup,2014,Round of 16,knockout,2014-07-01,Argentina,Ángel Di María,https://en.wikipedia.org/wiki/%C3%81ngel_Di_Mar%C3%ADa,Di María 118'
FIFA World Cup 2014-main-8,FIFA World Cup 2014,FIFA World Cup,2014,Round of 16,knockout,2014-07-01,Belgium,Kevin De Bruyne,https://en.wikipedia.org/wiki/Kevin_De_Bruyne,De Bruyne 93'
FIFA World Cup 2014-main-8,FIFA World Cup 2014,FIFA World Cup,2014,Round of 16,knockout,2014-07-01,Belgium,Romelu Lukaku,https://en.wikipedia.org/wiki/Romelu_Lukaku,Lukaku 105'
FIFA World Cup 2014-main-8,FIFA World Cup 2014,FIFA World Cup,2014,Round of 16,knockout,2014-07-01,United States,Julian Green,https://en.wikipedia.org/wiki/Julian_Green,Green 107'
FIFA World Cup 2014-main-9,FIFA World Cup 2014,FIFA World Cup,2014,Quarter-finals,knockout,2014-07-04,Germany,Mats Hummels,https://en.wikipedia.org/wiki/Mats_Hummels,Hummels 13'
FIFA World Cup 2014-main-10,FIFA World Cup 2014,FIFA World Cup,2014,Quarter-finals,knockout,2014-07-04,Brazil,Thiago Silva,https://en.wikipedia.org/wiki/Thiago_Silva,Thiago Silva 7'
FIFA World Cup 2014-main-10,FIFA World Cup 2014,FIFA World Cup,2014,Quarter-finals,knockout,2014-07-04,Brazil,David Luiz,https://en.wikipedia.org/wiki/David_Luiz,David Luiz 69'
FIFA World Cup 2014-main-10,FIFA World Cup 2014,FIFA World Cup,2014,Quarter-finals,knockout,2014-07-04,Colombia,James Rodríguez,https://en.wikipedia.org/wiki/James_Rodr%C3%ADguez,Rodríguez 80' ( pen. )
FIFA World Cup 2014-main-11,FIFA World Cup 2014,FIFA World Cup,2014,Quarter-finals,knockout,2014-07-05,Argentina,Gonzalo Higuaín,https://en.wikipedia.org/wiki/Gonzalo_Higua%C3%ADn,Higuaín 8'
FIFA World Cup 2014-main-13,FIFA World Cup 2014,FIFA World Cup,2014,Semi-finals,knockout,2014-07-08,Brazil,Oscar,"https://en.wikipedia.org/wiki/Oscar_(footballer,_born_1991)",Oscar 89'
FIFA World Cup 2014-main-13,FIFA World Cup 2014,FIFA World Cup,2014,Semi-finals,knockout,2014-07-08,Germany,Thomas Müller,https://en.wikipedia.org/wiki/Thomas_M%C3%BCller,Müller 11'
FIFA World Cup 2014-main-13,FIFA World Cup 2014,FIFA World Cup,2014,Semi-finals,knockout,2014-07-08,Germany,Miroslav Klose,https://en.wikipedia.org/wiki/Miroslav_Klose,Klose 23'
FIFA World Cup 2014-main-13,FIFA World Cup 2014,FIFA World Cup,2014,Semi-finals,knockout,2014-07-08,Germany,Toni Kroos,https://en.wikipedia.org/wiki/Toni_Kroos,"Kroos 24' , 26'"
FIFA World Cup 2014-main-13,FIFA World Cup 2014,FIFA World Cup,2014,Semi-finals,knockout,2014-07-08,Germany,Sami Khedira,https://en.wikipedia.org/wiki/Sami_Khedira,Khedira 29'
FIFA World Cup 2014-main-13,FIFA World Cup 2014,FIFA World Cup,2014,Semi-finals,knockout,2014-07-08,Germany,André Schürrle,https://en.wikipedia.org/wiki/Andr%C3%A9_Sch%C3%BCrrle,"Schürrle 69' , 79'"
FIFA World Cup 2014-main-15,FIFA World Cup 2014,FIFA World Cup,2014,Match for third place,knockout,2014-07-12,Netherlands,Robin van Persie,https://en.wikipedia.org/wiki/Robin_van_Persie,Van Persie 3' ( pen. )
FIFA World Cup 2014-main-15,FIFA World Cup 2014,FIFA World Cup,2014,Match for third place,knockout,2014-07-12,Netherlands,Daley Blind,https://en.wikipedia.org/wiki/Daley_Blind,Blind 17'
FIFA World Cup 2014-main-15,FIFA World Cup 2014,FIFA World Cup,2014,Match for third place,knockout,2014-07-12,Netherlands,Georginio Wijnaldum,https://en.wikipedia.org/wiki/Georginio_Wijnaldum,Wijnaldum 90+1'
FIFA World Cup 2014-main-16,FIFA World Cup 2014,FIFA World Cup,2014,Final,knockout,2014-07-13,Germany,Mario Götze,https://en.wikipedia.org/wiki/Mario_G%C3%B6tze,Götze 113'
FIFA World Cup 2014-group_A-1,FIFA World Cup 2014,FIFA World Cup,2014,Group A,group,2014-06-12,Brazil,Neymar,https://en.wikipedia.org/wiki/Neymar,"Neymar 29' , 71' ( pen. )"
FIFA World Cup 2014-group_A-1,FIFA World Cup 2014,FIFA World Cup,2014,Group A,group,2014-06-12,Brazil,Oscar,"https://en.wikipedia.org/wiki/Oscar_(footballer,_born_1991)",Oscar 90+1'
FIFA World Cup 2014-group_A-2,FIFA World Cup 2014,FIFA World Cup,2014,Group A,group,2014-06-13,Mexico,Oribe Peralta,https://en.wikipedia.org/wiki/Oribe_Peralta,Peralta 61'
FIFA World Cup 2014-group_A-4,FIFA World Cup 2014,FIFA World Cup,2014,Group A,group,2014-06-18,Croatia,Ivica Olić,https://en.wikipedia.org/wiki/Ivica_Oli%C4%87,Olić 11'
FIFA World Cup 2014-group_A-4,FIFA World Cup 2014,FIFA World Cup,2014,Group A,group,2014-06-18,Croatia,Ivan Perišić,https://en.wikipedia.org/wiki/Ivan_Peri%C5%A1i%C4%87,Perišić 48'
FIFA World Cup 2014-group_A-4,FIFA World Cup 2014,FIFA World Cup,2014,Group A,group,2014-06-18,Croatia,Mario Mandžukić,https://en.wikipedia.org/wiki/Mario_Mand%C5%BEuki%C4%87,"Mandžukić 61' , 73'"
FIFA World Cup 2014-group_A-5,FIFA World Cup 2014,FIFA World Cup,2014,Group A,group,2014-06-23,Cameroon,Joël Matip,https://en.wikipedia.org/wiki/Jo%C3%ABl_Matip,Matip 26'
FIFA World Cup 2014-group_A-5,FIFA World Cup 2014,FIFA World Cup,2014,Group A,group,2014-06-23,Brazil,Neymar,https://en.wikipedia.org/wiki/Neymar,"Neymar 17' , 35'"
FIFA World Cup 2014-group_A-5,FIFA World Cup 2014,FIFA World Cup,2014,Group A,group,2014-06-23,Brazil,Fred,"https://en.wikipedia.org/wiki/Fred_(footballer,_born_1983)",Fred 49'
FIFA World Cup 2014-group_A-5,FIFA World Cup 2014,FIFA World Cup,2014,Group A,group,2014-06-23,Brazil,Fernandinho,"https://en.wikipedia.org/wiki/Fernandinho_(footballer,_born_May_1985)",Fernandinho 84'
FIFA World Cup 2014-group_A-6,FIFA World Cup 2014,FIFA World Cup,2014,Group A,group,2014-06-23,Croatia,Ivan Perišić,https://en.wikipedia.org/wiki/Ivan_Peri%C5%A1i%C4%87,Perišić 87'
FIFA World Cup 2014-group_A-6,FIFA World Cup 2014,FIFA World Cup,2014,Group A,group,2014-06-23,Mexico,Rafael Márquez,https://en.wikipedia.org/wiki/Rafael_M%C3%A1rquez,Márquez 72'
FIFA World Cup 2014-group_A-6,FIFA World Cup 2014,FIFA World Cup,2014,Group A,group,2014-06-23,Mexico,Andrés Guardado,https://en.wikipedia.org/wiki/Andr%C3%A9s_Guardado,Guardado 75'
FIFA World Cup 2014-group_A-6,FIFA World Cup 2014,FIFA World Cup,2014,Group A,group,2014-06-23,Mexico,Javier Hernández,https://en.wikipedia.org/wiki/Javier_Hern%C3%A1ndez,Hernández 82'
FIFA World Cup 2014-group_B-1,FIFA World Cup 2014,FIFA World Cup,2014,Group B,group,2014-06-13,Spain,Xabi Alonso,https://en.wikipedia.org/wiki/Xabi_Alonso,Alonso 27' ( pen. )
FIFA World Cup 2014-group_B-1,FIFA World Cup 2014,FIFA World Cup,2014,Group B,group,2014-06-13,Netherlands,Robin van Persie,https://en.wikipedia.org/wiki/Robin_van_Persie,"Van Persie 44' , 72'"
FIFA World Cup 2014-group_B-1,FIFA World Cup 2014,FIFA World Cup,2014,Group B,group,2014-06-13,Netherlands,Arjen Robben,https://en.wikipedia.org/wiki/Arjen_Robben,"Robben 53' , 80'"
FIFA World Cup 2014-group_B-1,FIFA World Cup 2014,FIFA World Cup,2014,Group B,group,2014-06-13,Netherlands,Stefan de Vrij,https://en.wikipedia.org/wiki/Stefan_de_Vrij,De Vrij 64'
FIFA World Cup 2014-group_B-2,FIFA World Cup 2014,FIFA World Cup,2014,Group B,group,2014-06-13,Chile,Alexis Sánchez,https://en.wikipedia.org/wiki/Alexis_S%C3%A1nchez,Sánchez 12'
FIFA World Cup 2014-group_B-2,FIFA World Cup 2014,FIFA World Cup,2014,Group B,group,2014-06-13,Chile,Jorge Valdivia,https://en.wikipedia.org/wiki/Jorge_Valdivia,Valdivia 14'
FIFA World Cup 2014-group_B-2,FIFA World Cup 2014,FIFA World Cup,2014,Group B,group,2014-06-13,Chile,Jean Beausejour,https://en.wikipedia.org/wiki/Jean_Beausejour,Beausejour 90+2'
FIFA World Cup 2014-group_B-2,FIFA World Cup 2014,FIFA World Cup,2014,Group B,group,2014-06-13,Australia,Tim Cahill,https://en.wikipedia.org/wiki/Tim_Cahill,Cahill 35'
FIFA World Cup 2014-group_B-3,FIFA World Cup 2014,FIFA World Cup,2014,Group B,group,2014-06-18,Australia,Tim Cahill,https://en.wikipedia.org/wiki/Tim_Cahill,Cahill 21'
FIFA World Cup 2014-group_B-3,FIFA World Cup 2014,FIFA World Cup,2014,Group B,group,2014-06-18,Australia,Mile Jedinak,https://en.wikipedia.org/wiki/Mile_Jedinak,Jedinak 54' ( pen. )
FIFA World Cup 2014-group_B-3,FIFA World Cup 2014,FIFA World Cup,2014,Group B,group,2014-06-18,Netherlands,Arjen Robben,https://en.wikipedia.org/wiki/Arjen_Robben,Robben 20'
FIFA World Cup 2014-group_B-3,FIFA World Cup 2014,FIFA World Cup,2014,Group B,group,2014-06-18,Netherlands,Robin van Persie,https://en.wikipedia.org/wiki/Robin_van_Persie,Van Persie 58'
FIFA World Cup 2014-group_B-3,FIFA World Cup 2014,FIFA World Cup,2014,Group B,group,2014-06-18,Netherlands,Memphis Depay,https://en.wikipedia.org/wiki/Memphis_Depay,Depay 68'
FIFA World Cup 2014-group_B-4,FIFA World Cup 2014,FIFA World Cup,2014,Group B,group,2014-06-18,Chile,Eduardo Vargas,https://en.wikipedia.org/wiki/Eduardo_Vargas,Vargas 20'
FIFA World Cup 2014-group_B-4,FIFA World Cup 2014,FIFA World Cup,2014,Group B,group,2014-06-18,Chile,Charles Aránguiz,https://en.wikipedia.org/wiki/Charles_Ar%C3%A1nguiz,Aránguiz 43'
FIFA World Cup 2014-group_B-5,FIFA World Cup 2014,FIFA World Cup,2014,Group B,group,2014-06-23,Spain,David Villa,https://en.wikipedia.org/wiki/David_Villa,Villa 36'
FIFA World Cup 2014-group_B-5,FIFA World Cup 2014,FIFA World Cup,2014,Group B,group,2014-06-23,Spain,Fernando Torres,https://en.wikipedia.org/wiki/Fernando_Torres,Torres 69'
FIFA World Cup 2014-group_B-5,FIFA World Cup 2014,FIFA World Cup,2014,Group B,group,2014-06-23,Spain,Juan Mata,https://en.wikipedia.org/wiki/Juan_Mata,Mata 82'
FIFA World Cup 2014-group_B-6,FIFA World Cup 2014,FIFA World Cup,2014,Group B,group,2014-06-23,Netherlands,Leroy Fer,https://en.wikipedia.org/wiki/Leroy_Fer,Fer 77'
FIFA World Cup 2014-group_B-6,FIFA World Cup 2014,FIFA World Cup,2014,Group B,group,2014-06-23,Netherlands,Memphis Depay,https://en.wikipedia.org/wiki/Memphis_Depay,Depay 90+2'
FIFA World Cup 2014-group_C-1,FIFA World Cup 2014,FIFA World Cup,2014,Group C,group,2014-06-14,Colombia,Pablo Armero,https://en.wikipedia.org/wiki/Pablo_Armero,Armero 5'
FIFA World Cup 2014-group_C-1,FIFA World Cup 2014,FIFA World Cup,2014,Group C,group,2014-06-14,Colombia,Teófilo Gutiérrez,https://en.wikipedia.org/wiki/Te%C3%B3filo_Guti%C3%A9rrez,Gutiérrez 58'
FIFA World Cup 2014-group_C-1,FIFA World Cup 2014,FIFA World Cup,2014,Group C,group,2014-06-14,Colombia,James Rodríguez,https://en.wikipedia.org/wiki/James_Rodr%C3%ADguez,Rodríguez 90+3'
FIFA World Cup 2014-group_C-2,FIFA World Cup 2014,FIFA World Cup,2014,Group C,group,2014-06-14,Ivory Coast,Wilfried Bony,https://en.wikipedia.org/wiki/Wilfried_Bony,Bony 64'
FIFA World Cup 2014-group_C-2,FIFA World Cup 2014,FIFA World Cup,2014,Group C,group,2014-06-14,Ivory Coast,Gervinho,https://en.wikipedia.org/wiki/Gervinho,Gervinho 66'
FIFA World Cup 2014-group_C-2,FIFA World Cup 2014,FIFA World Cup,2014,Group C,group,2014-06-14,Japan,Keisuke Honda,https://en.wikipedia.org/wiki/Keisuke_Honda,Honda 16'
FIFA World Cup 2014-group_C-3,FIFA World Cup 2014,FIFA World Cup,2014,Group C,group,2014-06-19,Colombia,James Rodríguez,https://en.wikipedia.org/wiki/James_Rodr%C3%ADguez,Rodríguez 64'
FIFA World Cup 2014-group_C-3,FIFA World Cup 2014,FIFA World Cup,2014,Group C,group,2014-06-19,Colombia,Juan Fernando Quintero,https://en.wikipedia.org/wiki/Juan_Fernando_Quintero,Quintero 70'
FIFA World Cup 2014-group_C-3,FIFA World Cup 2014,FIFA World Cup,2014,Group C,group,2014-06-19,Ivory Coast,Gervinho,https://en.wikipedia.org/wiki/Gervinho,Gervinho 73'
FIFA World Cup 2014-group_C-5,FIFA World Cup 2014,FIFA World Cup,2014,Group C,group,2014-06-24,Japan,Shinji Okazaki,https://en.wikipedia.org/wiki/Shinji_Okazaki,Okazaki 45+1'
FIFA World Cup 2014-group_C-5,FIFA World Cup 2014,FIFA World Cup,2014,Group C,group,2014-06-24,Colombia,Juan Cuadrado,https://en.wikipedia.org/wiki/Juan_Cuadrado,Cuadrado 17' ( pen. )
FIFA World Cup 2014-group_C-5,FIFA World Cup 2014,FIFA World Cup,2014,Group C,group,2014-06-24,Colombia,Jackson Martínez,https://en.wikipedia.org/wiki/Jackson_Mart%C3%ADnez,"Martínez 55' , 82'"
FIFA World Cup 2014-group_C-5,FIFA World Cup 2014,FIFA World Cup,2014,Group C,group,2014-06-24,Colombia,James Rodríguez,https://en.wikipedia.org/wiki/James_Rodr%C3%ADguez,Rodríguez 90'
FIFA World Cup 2014-group_C-6,FIFA World Cup 2014,FIFA World Cup,2014,Group C,group,2014-06-24,Greece,Andreas Samaris,https://en.wikipedia.org/wiki/Andreas_Samaris,Samaris 42'
FIFA World Cup 2014-group_C-6,FIFA World Cup 2014,FIFA World Cup,2014,Group C,group,2014-06-24,Greece,Georgios Samaras,https://en.wikipedia.org/wiki/Georgios_Samaras,Samaras 90+3' ( pen. )
FIFA World Cup 2014-group_C-6,FIFA World Cup 2014,FIFA World Cup,2014,Group C,group,2014-06-24,Ivory Coast,Wilfried Bony,https://en.wikipedia.org/wiki/Wilfried_Bony,Bony 74'
FIFA World Cup 2014-group_D-1,FIFA World Cup 2014,FIFA World Cup,2014,Group D,group,2014-06-14,Uruguay,Edinson Cavani,https://en.wikipedia.org/wiki/Edinson_Cavani,Cavani 24' ( pen. )
FIFA World Cup 2014-group_D-1,FIFA World Cup 2014,FIFA World Cup,2014,Group D,group,2014-06-14,Costa Rica,Joel Campbell,https://en.wikipedia.org/wiki/Joel_Campbell,Campbell 54'
FIFA World Cup 2014-group_D-1,FIFA World Cup 2014,FIFA World Cup,2014,Group D,group,2014-06-14,Costa Rica,Óscar Duarte,"https://en.wikipedia.org/wiki/%C3%93scar_Duarte_(footballer,_born_1989)",Duarte 57'
FIFA World Cup 2014-group_D-1,FIFA World Cup 2014,FIFA World Cup,2014,Group D,group,2014-06-14,Costa Rica,Marco Ureña,https://en.wikipedia.org/wiki/Marco_Ure%C3%B1a,Ureña 84'
FIFA World Cup 2014-group_D-2,FIFA World Cup 2014,FIFA World Cup,2014,Group D,group,2014-06-14,England,Daniel Sturridge,https://en.wikipedia.org/wiki/Daniel_Sturridge,Sturridge 37'
FIFA World Cup 2014-group_D-2,FIFA World Cup 2014,FIFA World Cup,2014,Group D,group,2014-06-14,Italy,Claudio Marchisio,https://en.wikipedia.org/wiki/Claudio_Marchisio,Marchisio 35'
FIFA World Cup 2014-group_D-2,FIFA World Cup 2014,FIFA World Cup,2014,Group D,group,2014-06-14,Italy,Mario Balotelli,https://en.wikipedia.org/wiki/Mario_Balotelli,Balotelli 50'
FIFA World Cup 2014-group_D-3,FIFA World Cup 2014,FIFA World Cup,2014,Group D,group,2014-06-19,Uruguay,Luis Suárez,https://en.wikipedia.org/wiki/Luis_Su%C3%A1rez,"Suárez 39' , 85'"
FIFA World Cup 2014-group_D-3,FIFA World Cup 2014,FIFA World Cup,2014,Group D,group,2014-06-19,England,Wayne Rooney,https://en.wikipedia.org/wiki/Wayne_Rooney,Rooney 75'
FIFA World Cup 2014-group_D-4,FIFA World Cup 2014,FIFA World Cup,2014,Group D,group,2014-06-20,Costa Rica,Bryan Ruiz,https://en.wikipedia.org/wiki/Bryan_Ruiz,Ruiz 44'
FIFA World Cup 2014-group_D-5,FIFA World Cup 2014,FIFA World Cup,2014,Group D,group,2014-06-24,Uruguay,Diego Godín,https://en.wikipedia.org/wiki/Diego_God%C3%ADn,Godín 81'
FIFA World Cup 2014-group_E-1,FIFA World Cup 2014,FIFA World Cup,2014,Group E,group,2014-06-15,Switzerland,Admir Mehmedi,https://en.wikipedia.org/wiki/Admir_Mehmedi,Mehmedi 48'
FIFA World Cup 2014-group_E-1,FIFA World Cup 2014,FIFA World Cup,2014,Group E,group,2014-06-15,Switzerland,Haris Seferovic,https://en.wikipedia.org/wiki/Haris_Seferovic,Seferovic 90+3'
FIFA World Cup 2014-group_E-1,FIFA World Cup 2014,FIFA World Cup,2014,Group E,group,2014-06-15,Ecuador,Enner Valencia,https://en.wikipedia.org/wiki/Enner_Valencia,E. Valencia 22'
FIFA World Cup 2014-group_E-2,FIFA World Cup 2014,FIFA World Cup,2014,Group E,group,2014-06-15,France,Karim Benzema,https://en.wikipedia.org/wiki/Karim_Benzema,"Benzema 45' ( pen. ) , 72'"
FIFA World Cup 2014-group_E-3,FIFA World Cup 2014,FIFA World Cup,2014,Group E,group,2014-06-20,Switzerland,Blerim Džemaili,https://en.wikipedia.org/wiki/Blerim_D%C5%BEemaili,Džemaili 81'
FIFA World Cup 2014-group_E-3,FIFA World Cup 2014,FIFA World Cup,2014,Group E,group,2014-06-20,Switzerland,Granit Xhaka,https://en.wikipedia.org/wiki/Granit_Xhaka,Xhaka 87'
FIFA World Cup 2014-group_E-3,FIFA World Cup 2014,FIFA World Cup,2014,Group E,group,2014-06-20,France,Olivier Giroud,https://en.wikipedia.org/wiki/Olivier_Giroud,Giroud 17'
FIFA World Cup 2014-group_E-3,FIFA World Cup 2014,FIFA World Cup,2014,Group E,group,2014-06-20,France,Blaise Matuidi,https://en.wikipedia.org/wiki/Blaise_Matuidi,Matuidi 18'
FIFA World Cup 2014-group_E-3,FIFA World Cup 2014,FIFA World Cup,2014,Group E,group,2014-06-20,France,Mathieu Valbuena,https://en.wikipedia.org/wiki/Mathieu_Valbuena,Valbuena 40'
FIFA World Cup 2014-group_E-3,FIFA World Cup 2014,FIFA World Cup,2014,Group E,group,2014-06-20,France,Karim Benzema,https://en.wikipedia.org/wiki/Karim_Benzema,Benzema 67'
FIFA World Cup 2014-group_E-3,FIFA World Cup 2014,FIFA World Cup,2014,Group E,group,2014-06-20,France,Moussa Sissoko,https://en.wikipedia.org/wiki/Moussa_Sissoko,Sissoko 73'
FIFA World Cup 2014-group_E-4,FIFA World Cup 2014,FIFA World Cup,2014,Group E,group,2014-06-20,Honduras,Carlo Costly,https://en.wikipedia.org/wiki/Carlo_Costly,Costly 31'
FIFA World Cup 2014-group_E-4,FIFA World Cup 2014,FIFA World Cup,2014,Group E,group,2014-06-20,Ecuador,Enner Valencia,https://en.wikipedia.org/wiki/Enner_Valencia,"E. Valencia 34' , 65'"
FIFA World Cup 2014-group_E-5,FIFA World Cup 2014,FIFA World Cup,2014,Group E,group,2014-06-25,Switzerland,Xherdan Shaqiri,https://en.wikipedia.org/wiki/Xherdan_Shaqiri,"Shaqiri 6' , 31' , 71'"
FIFA World Cup 2014-group_F-1,FIFA World Cup 2014,FIFA World Cup,2014,Group F,group,2014-06-15,Argentina,Lionel Messi,https://en.wikipedia.org/wiki/Lionel_Messi,Messi 65'
FIFA World Cup 2014-group_F-1,FIFA World Cup 2014,FIFA World Cup,2014,Group F,group,2014-06-15,Bosnia and Herzegovina,Vedad Ibišević,https://en.wikipedia.org/wiki/Vedad_Ibi%C5%A1evi%C4%87,Ibišević 85'
FIFA World Cup 2014-group_F-3,FIFA World Cup 2014,FIFA World Cup,2014,Group F,group,2014-06-21,Argentina,Lionel Messi,https://en.wikipedia.org/wiki/Lionel_Messi,Messi 90+1'
FIFA World Cup 2014-group_F-4,FIFA World Cup 2014,FIFA World Cup,2014,Group F,group,2014-06-21,Nigeria,Peter Odemwingie,https://en.wikipedia.org/wiki/Peter_Odemwingie,Odemwingie 29'
FIFA World Cup 2014-group_F-5,FIFA World Cup 2014,FIFA World Cup,2014,Group F,group,2014-06-25,Nigeria,Ahmed Musa,https://en.wikipedia.org/wiki/Ahmed_Musa,"Musa 4' , 47'"
FIFA World Cup 2014-group_F-5,FIFA World Cup 2014,FIFA World Cup,2014,Group F,group,2014-06-25,Argentina,Lionel Messi,https://en.wikipedia.org/wiki/Lionel_Messi,"Messi 3' , 45+1'"
FIFA World Cup 2014-group_F-5,FIFA World Cup 2014,FIFA World Cup,2014,Group F,group,2014-06-25,Argentina,Marcos Rojo,https://en.wikipedia.org/wiki/Marcos_Rojo,Rojo 50'
FIFA World Cup 2014-group_F-6,FIFA World Cup 2014,FIFA World Cup,2014,Group F,group,2014-06-25,Bosnia and Herzegovina,Edin Džeko,https://en.wikipedia.org/wiki/Edin_D%C5%BEeko,Džeko 23'
FIFA World Cup 2014-group_F-6,FIFA World Cup 2014,FIFA World Cup,2014,Group F,group,2014-06-25,Bosnia and Herzegovina,Miralem Pjanić,https://en.wikipedia.org/wiki/Miralem_Pjani%C4%87,Pjanić 59'
FIFA World Cup 2014-group_F-6,FIFA World Cup 2014,FIFA World Cup,2014,Group F,group,2014-06-25,Bosnia and Herzegovina,Avdija Vršajević,https://en.wikipedia.org/wiki/Avdija_Vr%C5%A1ajevi%C4%87,Vršajević 83'
FIFA World Cup 2014-group_F-6,FIFA World Cup 2014,FIFA World Cup,2014,Group F,group,2014-06-25,Iran,Reza Ghoochannejhad,https://en.wikipedia.org/wiki/Reza_Ghoochannejhad,Ghoochannejhad 82'
FIFA World Cup 2014-group_G-1,FIFA World Cup 2014,FIFA World Cup,2014,Group G,group,2014-06-16,Germany,Thomas Müller,https://en.wikipedia.org/wiki/Thomas_M%C3%BCller,"Müller 12' ( pen. ) , 45+1' , 78'"
FIFA World Cup 2014-group_G-1,FIFA World Cup 2014,FIFA World Cup,2014,Group G,group,2014-06-16,Germany,Mats Hummels,https://en.wikipedia.org/wiki/Mats_Hummels,Hummels 32'
FIFA World Cup 2014-group_G-2,FIFA World Cup 2014,FIFA World Cup,2014,Group G,group,2014-06-16,Ghana,André Ayew,https://en.wikipedia.org/wiki/Andr%C3%A9_Ayew,A. Ayew 82'
FIFA World Cup 2014-group_G-2,FIFA World Cup 2014,FIFA World Cup,2014,Group G,group,2014-06-16,United States,Clint Dempsey,https://en.wikipedia.org/wiki/Clint_Dempsey,Dempsey 1'
FIFA World Cup 2014-group_G-2,FIFA World Cup 2014,FIFA World Cup,2014,Group G,group,2014-06-16,United States,John Brooks,"https://en.wikipedia.org/wiki/John_Brooks_(soccer,_born_1993)",Brooks 86'
FIFA World Cup 2014-group_G-3,FIFA World Cup 2014,FIFA World Cup,2014,Group G,group,2014-06-21,Germany,Mario Götze,https://en.wikipedia.org/wiki/Mario_G%C3%B6tze,Götze 51'
FIFA World Cup 2014-group_G-3,FIFA World Cup 2014,FIFA World Cup,2014,Group G,group,2014-06-21,Germany,Miroslav Klose,https://en.wikipedia.org/wiki/Miroslav_Klose,Klose 71'
FIFA World Cup 2014-group_G-3,FIFA World Cup 2014,FIFA World Cup,2014,Group G,group,2014-06-21,Ghana,André Ayew,https://en.wikipedia.org/wiki/Andr%C3%A9_Ayew,A. Ayew 54'
