match_key,tournament,competition,year,round,stage_type,date,team,player,player_url,goal_text
FIFA World Cup 2014-group_G-3,FIFA World Cup 2014,FIFA World Cup,2014,Group G,group,2014-06-21,Ghana,Asamoah Gyan,https://en.wikipedia.org/wiki/Asamoah_Gyan,Gyan 63'
FIFA World Cup 2014-group_G-4,FIFA World Cup 2014,FIFA World Cup,2014,Group G,group,2014-06-22,United States,Jermaine Jones,https://en.wikipedia.org/wiki/Jermaine_Jones,Jones 64'
FIFA World Cup 2014-group_G-4,FIFA World Cup 2014,FIFA World Cup,2014,Group G,group,2014-06-22,United States,Clint Dempsey,https://en.wikipedia.org/wiki/Clint_Dempsey,Dempsey 81'
FIFA World Cup 2014-group_G-4,FIFA World Cup 2014,FIFA World Cup,2014,Group G,group,2014-06-22,Portugal,Nani,https://en.wikipedia.org/wiki/Nani_(footballer),Nani 5'
FIFA World Cup 2014-group_G-4,FIFA World Cup 2014,FIFA World Cup,2014,Group G,group,2014-06-22,Portugal,Silvestre Varela,https://en.wikipedia.org/wiki/Silvestre_Varela,Varela 90+5'
FIFA World Cup 2014-group_G-5,FIFA World Cup 2014,FIFA World Cup,2014,Group G,group,2014-06-26,Germany,Thomas Müller,https://en.wikipedia.org/wiki/Thomas_M%C3%BCller,Müller 55'
FIFA World Cup 2014-group_G-6,FIFA World Cup 2014,FIFA World Cup,2014,Group G,group,2014-06-26,Portugal,Cristiano Ronaldo,https://en.wikipedia.org/wiki/Cristiano_Ronaldo,Ronaldo 80'
FIFA World Cup 2014-group_G-6,FIFA World Cup 2014,FIFA World Cup,2014,Group G,group,2014-06-26,Ghana,Asamoah Gyan,https://en.wikipedia.org/wiki/Asamoah_Gyan,Gyan 57'
FIFA World Cup 2014-group_H-1,FIFA World Cup 2014,FIFA World Cup,2014,Group H,group,2014-06-17,Belgium,Marouane Fellaini,https://en.wikipedia.org/wiki/Marouane_Fellaini,Fellaini 70'
FIFA World Cup 2014-group_H-1,FIFA World Cup 2014,FIFA World Cup,2014,Group H,group,2014-06-17,Belgium,Dries Mertens,https://en.wikipedia.org/wiki/Dries_Mertens,Mertens 80'
FIFA World Cup 2014-group_H-1,FIFA World Cup 2014,FIFA World Cup,2014,Group H,group,2014-06-17,Algeria,Sofiane Feghouli,https://en.wikipedia.org/wiki/Sofiane_Feghouli,Feghouli 25' ( pen. )
FIFA World Cup 2014-group_H-2,FIFA World Cup 2014,FIFA World Cup,2014,Group H,group,2014-06-17,Russia,Aleksandr Kerzhakov,https://en.wikipedia.org/wiki/Aleksandr_Kerzhakov,Kerzhakov 74'
FIFA World Cup 2014-group_H-2,FIFA World Cup 2014,FIFA World Cup,2014,Group H,group,2014-06-17,South Korea,Lee Keun-ho,"https://en.wikipedia.org/wiki/Lee_Keun-ho_(footballer,_born_1985)",Lee Keun-ho 68'
FIFA World Cup 2014-group_H-3,FIFA World Cup 2014,FIFA World Cup,2014,Group H,group,2014-06-22,Belgium,Divock Origi,https://en.wikipedia.org/wiki/Divock_Origi,Origi 88'
FIFA World Cup 2014-group_H-4,FIFA World Cup 2014,FIFA World Cup,2014,Group H,group,2014-06-22,South Korea,Son Heung-min,https://en.wikipedia.org/wiki/Son_Heung-min,Son Heung-min 50'
FIFA World Cup 2014-group_H-4,FIFA World Cup 2014,FIFA World Cup,2014,Group H,group,2014-06-22,South Korea,Koo Ja-cheol,https://en.wikipedia.org/wiki/Koo_Ja-cheol,Koo Ja-cheol 72'
FIFA World Cup 2014-group_H-4,FIFA World Cup 2014,FIFA World Cup,2014,Group H,group,2014-06-22,Algeria,Islam Slimani,https://en.wikipedia.org/wiki/Islam_Slimani,Slimani 26'
FIFA World Cup 2014-group_H-4,FIFA World Cup 2014,FIFA World Cup,2014,Group H,group,2014-06-22,Algeria,Rafik Halliche,https://en.wikipedia.org/wiki/Rafik_Halliche,Halliche 28'
FIFA World Cup 2014-group_H-4,FIFA World Cup 2014,FIFA World Cup,2014,Group H,group,2014-06-22,Algeria,Abdelmoumene Djabou,https://en.wikipedia.org/wiki/Abdelmoumene_Djabou,Djabou 38'
FIFA World Cup 2014-group_H-4,FIFA World Cup 2014,FIFA World Cup,2014,Group H,group,2014-06-22,Algeria,Yacine Brahimi,https://en.wikipedia.org/wiki/Yacine_Brahimi,Brahimi 62'
FIFA World Cup 2014-group_H-5,FIFA World Cup 2014,FIFA World Cup,2014,Group H,group,2014-06-26,Belgium,Jan Vertonghen,https://en.wikipedia.org/wiki/Jan_Vertonghen,Vertonghen 78'
FIFA World Cup 2014-group_H-6,FIFA World Cup 2014,FIFA World Cup,2014,Group H,group,2014-06-26,Algeria,Islam Slimani,https://en.wikipedia.org/wiki/Islam_Slimani,Slimani 60'
FIFA World Cup 2014-group_H-6,FIFA World Cup 2014,FIFA World Cup,2014,Group H,group,2014-06-26,Russia,Aleksandr Kokorin,https://en.wikipedia.org/wiki/Aleksandr_Kokorin,Kokorin 6'
FIFA World Cup 2018-main-1,FIFA World Cup 2018,FIFA World Cup,2018,Round of 16,knockout,2018-06-30,France,Antoine Griezmann,https://en.wikipedia.org/wiki/Antoine_Griezmann,Griezmann 13' ( pen. )
FIFA World Cup 2018-main-1,FIFA World Cup 2018,FIFA World Cup,2018,Round of 16,knockout,2018-06-30,France,Benjamin Pavard,https://en.wikipedia.org/wiki/Benjamin_Pavard,Pavard 57'
FIFA World Cup 2018-main-1,FIFA World Cup 2018,FIFA World Cup,2018,Round of 16,knockout,2018-06-30,France,Kylian Mbappé,https://en.wikipedia.org/wiki/Kylian_Mbapp%C3%A9,"Mbappé 64' , 68'"
FIFA World Cup 2018-main-1,FIFA World Cup 2018,FIFA World Cup,2018,Round of 16,knockout,2018-06-30,Argentina,Ángel Di María,https://en.wikipedia.org/wiki/%C3%81ngel_Di_Mar%C3%ADa,Di María 41'
FIFA World Cup 2018-main-1,FIFA World Cup 2018,FIFA World Cup,2018,Round of 16,knockout,2018-06-30,Argentina,Gabriel Mercado,https://en.wikipedia.org/wiki/Gabriel_Mercado,Mercado 48'
FIFA World Cup 2018-main-1,FIFA World Cup 2018,FIFA World Cup,2018,Round of 16,knockout,2018-06-30,Argentina,Sergio Agüero,https://en.wikipedia.org/wiki/Sergio_Ag%C3%BCero,Agüero 90+3'
FIFA World Cup 2018-main-2,FIFA World Cup 2018,FIFA World Cup,2018,Round of 16,knockout,2018-06-30,Uruguay,Edinson Cavani,https://en.wikipedia.org/wiki/Edinson_Cavani,"Cavani 7' , 62'"
FIFA World Cup 2018-main-2,FIFA World Cup 2018,FIFA World Cup,2018,Round of 16,knockout,2018-06-30,Portugal,Pepe,"https://en.wikipedia.org/wiki/Pepe_(footballer,_born_1983)",Pepe 55'
FIFA World Cup 2018-main-3,FIFA World Cup 2018,FIFA World Cup,2018,Round of 16,knockout,2018-07-01,Russia,Artem Dzyuba,https://en.wikipedia.org/wiki/Artem_Dzyuba,Dzyuba 41' ( pen. )
FIFA World Cup 2018-main-4,FIFA World Cup 2018,FIFA World Cup,2018,Round of 16,knockout,2018-07-01,Croatia,Mario Mandžukić,https://en.wikipedia.org/wiki/Mario_Mand%C5%BEuki%C4%87,Mandžukić 4'
FIFA World Cup 2018-main-4,FIFA World Cup 2018,FIFA World Cup,2018,Round of 16,knockout,2018-07-01,Denmark,Mathias Jørgensen,https://en.wikipedia.org/wiki/Mathias_J%C3%B8rgensen,M. Jørgensen 1'
FIFA World Cup 2018-main-5,FIFA World Cup 2018,FIFA World Cup,2018,Round of 16,knockout,2018-07-02,Brazil,Neymar,https://en.wikipedia.org/wiki/Neymar,Neymar 51'
FIFA World Cup 2018-main-5,FIFA World Cup 2018,FIFA World Cup,2018,Round of 16,knockout,2018-07-02,Brazil,Roberto Firmino,https://en.wikipedia.org/wiki/Roberto_Firmino,Firmino 88'
FIFA World Cup 2018-main-6,FIFA World Cup 2018,FIFA World Cup,2018,Round of 16,knockout,2018-07-02,Belgium,Jan Vertonghen,https://en.wikipedia.org/wiki/Jan_Vertonghen,Vertonghen 69'
FIFA World Cup 2018-main-6,FIFA World Cup 2018,FIFA World Cup,2018,Round of 16,knockout,2018-07-02,Belgium,Marouane Fellaini,https://en.wikipedia.org/wiki/Marouane_Fellaini,Fellaini 74'
FIFA World Cup 2018-main-6,FIFA World Cup 2018,FIFA World Cup,2018,Round of 16,knockout,2018-07-02,Belgium,Nacer Chadli,https://en.wikipedia.org/wiki/Nacer_Chadli,Chadli 90+4'
FIFA World Cup 2018-main-6,FIFA World Cup 2018,FIFA World Cup,2018,Round of 16,knockout,2018-07-02,Japan,Genki Haraguchi,https://en.wikipedia.org/wiki/Genki_Haraguchi,Haraguchi 48'
FIFA World Cup 2018-main-6,FIFA World Cup 2018,FIFA World Cup,2018,Round of 16,knockout,2018-07-02,Japan,Takashi Inui,https://en.wikipedia.org/wiki/Takashi_Inui,Inui 52'
FIFA World Cup 2018-main-7,FIFA World Cup 2018,FIFA World Cup,2018,Round of 16,knockout,2018-07-03,Sweden,Emil Forsberg,https://en.wikipedia.org/wiki/Emil_Forsberg,Forsberg 66'
FIFA World Cup 2018-main-8,FIFA World Cup 2018,FIFA World Cup,2018,Round of 16,knockout,2018-07-03,Colombia,Yerry Mina,https://en.wikipedia.org/wiki/Yerry_Mina,Mina 90+3'
FIFA World Cup 2018-main-8,FIFA World Cup 2018,FIFA World Cup,2018,Round of 16,knockout,2018-07-03,England,Harry Kane,https://en.wikipedia.org/wiki/Harry_Kane,Kane 57' ( pen. )
FIFA World Cup 2018-main-9,FIFA World Cup 2018,FIFA World Cup,2018,Quarter-finals,knockout,2018-07-06,France,Raphaël Varane,https://en.wikipedia.org/wiki/Rapha%C3%ABl_Varane,Varane 40'
FIFA World Cup 2018-main-9,FIFA World Cup 2018,FIFA World Cup,2018,Quarter-finals,knockout,2018-07-06,France,Antoine Griezmann,https://en.wikipedia.org/wiki/Antoine_Griezmann,Griezmann 61'
FIFA World Cup 2018-main-10,FIFA World Cup 2018,FIFA World Cup,2018,Quarter-finals,knockout,2018-07-06,Brazil,Renato Augusto,https://en.wikipedia.org/wiki/Renato_Augusto,Renato Augusto 76'
FIFA World Cup 2018-main-10,FIFA World Cup 2018,FIFA World Cup,2018,Quarter-finals,knockout,2018-07-06,Belgium,Kevin De Bruyne,https://en.wikipedia.org/wiki/Kevin_De_Bruyne,De Bruyne 31'
FIFA World Cup 2018-main-11,FIFA World Cup 2018,FIFA World Cup,2018,Quarter-finals,knockout,2018-07-07,England,Harry Maguire,https://en.wikipedia.org/wiki/Harry_Maguire,Maguire 30'
FIFA World Cup 2018-main-11,FIFA World Cup 2018,FIFA World Cup,2018,Quarter-finals,knockout,2018-07-07,England,Dele Alli,https://en.wikipedia.org/wiki/Dele_Alli,Alli 59'
FIFA World Cup 2018-main-12,FIFA World Cup 2018,FIFA World Cup,2018,Quarter-finals,knockout,2018-07-07,Russia,Denis Cheryshev,https://en.wikipedia.org/wiki/Denis_Cheryshev,Cheryshev 31'
FIFA World Cup 2018-main-12,FIFA World Cup 2018,FIFA World Cup,2018,Quarter-finals,knockout,2018-07-07,Russia,Mário Fernandes,https://en.wikipedia.org/wiki/M%C3%A1rio_Fernandes_(footballer),Fernandes 115'
FIFA World Cup 2018-main-12,FIFA World Cup 2018,FIFA World Cup,2018,Quarter-finals,knockout,2018-07-07,Croatia,Andrej Kramarić,https://en.wikipedia.org/wiki/Andrej_Kramari%C4%87,Kramarić 39'
FIFA World Cup 2018-main-12,FIFA World Cup 2018,FIFA World Cup,2018,Quarter-finals,knockout,2018-07-07,Croatia,Domagoj Vida,https://en.wikipedia.org/wiki/Domagoj_Vida,Vida 101'
FIFA World Cup 2018-main-13,FIFA World Cup 2018,FIFA World Cup,2018,Semi-finals,knockout,2018-07-10,France,Samuel Umtiti,https://en.wikipedia.org/wiki/Samuel_Umtiti,Umtiti 51'
FIFA World Cup 2018-main-14,FIFA World Cup 2018,FIFA World Cup,2018,Semi-finals,knockout,2018-07-11,Croatia,Ivan Perišić,https://en.wikipedia.org/wiki/Ivan_Peri%C5%A1i%C4%87,Perišić 68'
FIFA World Cup 2018-main-14,FIFA World Cup 2018,FIFA World Cup,2018,Semi-finals,knockout,2018-07-11,Croatia,Mario Mandžukić,https://en.wikipedia.org/wiki/Mario_Mand%C5%BEuki%C4%87,Mandžukić 109'
FIFA World Cup 2018-main-14,FIFA World Cup 2018,FIFA World Cup,2018,Semi-finals,knockout,2018-07-11,England,Kieran Trippier,https://en.wikipedia.org/wiki/Kieran_Trippier,Trippier 5'
FIFA World Cup 2018-main-15,FIFA World Cup 2018,FIFA World Cup,2018,Third Place play-off,other,2018-07-14,Belgium,Thomas Meunier,https://en.wikipedia.org/wiki/Thomas_Meunier,Meunier 4'
FIFA World Cup 2018-main-15,FIFA World Cup 2018,FIFA World Cup,2018,Third Place play-off,other,2018-07-14,Belgium,Eden Hazard,https://en.wikipedia.org/wiki/Eden_Hazard,E. Hazard 82'
FIFA World Cup 2018-main-16,FIFA World Cup 2018,FIFA World Cup,2018,Final,knockout,2018-07-15,France,Antoine Griezmann,https://en.wikipedia.org/wiki/Antoine_Griezmann,Griezmann 38' ( pen. )
FIFA World Cup 2018-main-16,FIFA World Cup 2018,FIFA World Cup,2018,Final,knockout,2018-07-15,France,Paul Pogba,https://en.wikipedia.org/wiki/Paul_Pogba,Pogba 59'
FIFA World Cup 2018-main-16,FIFA World Cup 2018,FIFA World Cup,2018,Final,knockout,2018-07-15,France,Kylian Mbappé,https://en.wikipedia.org/wiki/Kylian_Mbapp%C3%A9,Mbappé 65'
FIFA World Cup 2018-main-16,FIFA World Cup 2018,FIFA World Cup,2018,Final,knockout,2018-07-15,Croatia,Ivan Perišić,https://en.wikipedia.org/wiki/Ivan_Peri%C5%A1i%C4%87,Perišić 28'
FIFA World Cup 2018-main-16,FIFA World Cup 2018,FIFA World Cup,2018,Final,knockout,2018-07-15,Croatia,Mario Mandžukić,https://en.wikipedia.org/wiki/Mario_Mand%C5%BEuki%C4%87,Mandžukić 69'
FIFA World Cup 2018-group_A-1,FIFA World Cup 2018,FIFA World Cup,2018,Group A,group,2018-06-14,Russia,Yury Gazinsky,https://en.wikipedia.org/wiki/Yury_Gazinsky,Gazinsky 12'
FIFA World Cup 2018-group_A-1,FIFA World Cup 2018,FIFA World Cup,2018,Group A,group,2018-06-14,Russia,Denis Cheryshev,https://en.wikipedia.org/wiki/Denis_Cheryshev,"Cheryshev 43' , 90+1'"
FIFA World Cup 2018-group_A-1,FIFA World Cup 2018,FIFA World Cup,2018,Group A,group,2018-06-14,Russia,Artem Dzyuba,https://en.wikipedia.org/wiki/Artem_Dzyuba,Dzyuba 71'
FIFA World Cup 2018-group_A-1,FIFA World Cup 2018,FIFA World Cup,2018,Group A,group,2018-06-14,Russia,Aleksandr Golovin,https://en.wikipedia.org/wiki/Aleksandr_Golovin_(footballer),Golovin 90+4'
FIFA World Cup 2018-group_A-2,FIFA World Cup 2018,FIFA World Cup,2018,Group A,group,2018-06-15,Uruguay,José María Giménez,https://en.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_Gim%C3%A9nez,Giménez 89'
FIFA World Cup 2018-group_A-3,FIFA World Cup 2018,FIFA World Cup,2018,Group A,group,2018-06-19,Russia,Denis Cheryshev,https://en.wikipedia.org/wiki/Denis_Cheryshev,Cheryshev 59'
FIFA World Cup 2018-group_A-3,FIFA World Cup 2018,FIFA World Cup,2018,Group A,group,2018-06-19,Russia,Artem Dzyuba,https://en.wikipedia.org/wiki/Artem_Dzyuba,Dzyuba 62'
FIFA World Cup 2018-group_A-3,FIFA World Cup 2018,FIFA World Cup,2018,Group A,group,2018-06-19,Egypt,Mohamed Salah,https://en.wikipedia.org/wiki/Mohamed_Salah,Salah 73' ( pen. )
FIFA World Cup 2018-group_A-4,FIFA World Cup 2018,FIFA World Cup,2018,Group A,group,2018-06-20,Uruguay,Luis Suárez,https://en.wikipedia.org/wiki/Luis_Su%C3%A1rez,Suárez 23'
FIFA World Cup 2018-group_A-5,FIFA World Cup 2018,FIFA World Cup,2018,Group A,group,2018-06-25,Uruguay,Luis Suárez,https://en.wikipedia.org/wiki/Luis_Su%C3%A1rez,Suárez 10'
FIFA World Cup 2018-group_A-5,FIFA World Cup 2018,FIFA World Cup,2018,Group A,group,2018-06-25,Uruguay,Edinson Cavani,https://en.wikipedia.org/wiki/Edinson_Cavani,Cavani 90'
FIFA World Cup 2018-group_A-6,FIFA World Cup 2018,FIFA World Cup,2018,Group A,group,2018-06-25,Saudi Arabia,Salman Al-Faraj,https://en.wikipedia.org/wiki/Salman_Al-Faraj,Al-Faraj 45+6' ( pen. )
FIFA World Cup 2018-group_A-6,FIFA World Cup 2018,FIFA World Cup,2018,Group A,group,2018-06-25,Saudi Arabia,Salem Al-Dawsari,https://en.wikipedia.org/wiki/Salem_Al-Dawsari,Al-Dawsari 90+5'
FIFA World Cup 2018-group_A-6,FIFA World Cup 2018,FIFA World Cup,2018,Group A,group,2018-06-25,Egypt,Mohamed Salah,https://en.wikipedia.org/wiki/Mohamed_Salah,Salah 22'
FIFA World Cup 2018-group_B-2,FIFA World Cup 2018,FIFA World Cup,2018,Group B,group,2018-06-15,Portugal,Cristiano Ronaldo,https://en.wikipedia.org/wiki/Cristiano_Ronaldo,"Ronaldo 4' ( pen. ) , 44' , 88'"
FIFA World Cup 2018-group_B-2,FIFA World Cup 2018,FIFA World Cup,2018,Group B,group,2018-06-15,Spain,Diego Costa,https://en.wikipedia.org/wiki/Diego_Costa,"Costa 24' , 55'"
FIFA World Cup 2018-group_B-2,FIFA World Cup 2018,FIFA World Cup,2018,Group B,group,2018-06-15,Spain,Nacho,"https://en.wikipedia.org/wiki/Nacho_(footballer,_born_1990)",Nacho 58'
FIFA World Cup 2018-group_B-3,FIFA World Cup 2018,FIFA World Cup,2018,Group B,group,2018-06-20,Portugal,Cristiano Ronaldo,https://en.wikipedia.org/wiki/Cristiano_Ronaldo,Ronaldo 4'
FIFA World Cup 2018-group_B-4,FIFA World Cup 2018,FIFA World Cup,2018,Group B,group,2018-06-20,Spain,Diego Costa,https://en.wikipedia.org/wiki/Diego_Costa,Costa 54'
FIFA World Cup 2018-group_B-5,FIFA World Cup 2018,FIFA World Cup,2018,Group B,group,2018-06-25,Iran,Karim Ansarifard,https://en.wikipedia.org/wiki/Karim_Ansarifard,Ansarifard 90+3' ( pen. )
FIFA World Cup 2018-group_B-5,FIFA World Cup 2018,FIFA World Cup,2018,Group B,group,2018-06-25,Portugal,Ricardo Quaresma,https://en.wikipedia.org/wiki/Ricardo_Quaresma,Quaresma 45'
FIFA World Cup 2018-group_B-6,FIFA World Cup 2018,FIFA World Cup,2018,Group B,group,2018-06-25,Spain,Isco,https://en.wikipedia.org/wiki/Isco,Isco 19'
FIFA World Cup 2018-group_B-6,FIFA World Cup 2018,FIFA World Cup,2018,Group B,group,2018-06-25,Spain,Iago Aspas,https://en.wikipedia.org/wiki/Iago_Aspas,Aspas 90+1'
FIFA World Cup 2018-group_B-6,FIFA World Cup 2018,FIFA World Cup,2018,Group B,group,2018-06-25,Morocco,Khalid Boutaïb,https://en.wikipedia.org/wiki/Khalid_Bouta%C3%AFb,Boutaïb 14'
FIFA World Cup 2018-group_B-6,FIFA World Cup 2018,FIFA World Cup,2018,Group B,group,2018-06-25,Morocco,Youssef En-Nesyri,https://en.wikipedia.org/wiki/Youssef_En-Nesyri,En-Nesyri 81'
FIFA World Cup 2018-group_C-1,FIFA World Cup 2018,FIFA World Cup,2018,Group C,group,2018-06-16,France,Antoine Griezmann,https://en.wikipedia.org/wiki/Antoine_Griezmann,Griezmann 58' ( pen. )
FIFA World Cup 2018-group_C-1,FIFA World Cup 2018,FIFA World Cup,2018,Group C,group,2018-06-16,Australia,Mile Jedinak,https://en.wikipedia.org/wiki/Mile_Jedinak,Jedinak 62' ( pen. )
FIFA World Cup 2018-group_C-2,FIFA World Cup 2018,FIFA World Cup,2018,Group C,group,2018-06-16,Denmark,Yussuf Poulsen,https://en.wikipedia.org/wiki/Yussuf_Poulsen,Poulsen 59'
FIFA World Cup 2018-group_C-3,FIFA World Cup 2018,FIFA World Cup,2018,Group C,group,2018-06-21,Denmark,Christian Eriksen,https://en.wikipedia.org/wiki/Christian_Eriksen,Eriksen 7'
FIFA World Cup 2018-group_C-3,FIFA World Cup 2018,FIFA World Cup,2018,Group C,group,2018-06-21,Australia,Mile Jedinak,https://en.wikipedia.org/wiki/Mile_Jedinak,Jedinak 38' ( pen. )
FIFA World Cup 2018-group_C-4,FIFA World Cup 2018,FIFA World Cup,2018,Group C,group,2018-06-21,France,Kylian Mbappé,https://en.wikipedia.org/wiki/Kylian_Mbapp%C3%A9,Mbappé 34'
FIFA World Cup 2018-group_C-6,FIFA World Cup 2018,FIFA World Cup,2018,Group C,group,2018-06-26,Peru,André Carrillo,https://en.wikipedia.org/wiki/Andr%C3%A9_Carrillo,Carrillo 18'
FIFA World Cup 2018-group_C-6,FIFA World Cup 2018,FIFA World Cup,2018,Group C,group,2018-06-26,Peru,Paolo Guerrero,https://en.wikipedia.org/wiki/Paolo_Guerrero,Guerrero 50'
FIFA World Cup 2018-group_D-1,FIFA World Cup 2018,FIFA World Cup,2018,Group D,group,2018-06-16,Argentina,Sergio Agüero,https://en.wikipedia.org/wiki/Sergio_Ag%C3%BCero,Agüero 19'
FIFA World Cup 2018-group_D-1,FIFA World Cup 2018,FIFA World Cup,2018,Group D,group,2018-06-16,Iceland,Alfreð Finnbogason,https://en.wikipedia.org/wiki/Alfre%C3%B0_Finnbogason,Finnbogason 23'
FIFA World Cup 2018-group_D-2,FIFA World Cup 2018,FIFA World Cup,2018,Group D,group,2018-06-16,Croatia,Luka Modrić,https://en.wikipedia.org/wiki/Luka_Modri%C4%87,Modrić 71' ( pen. )
FIFA World Cup 2018-group_D-3,FIFA World Cup 2018,FIFA World Cup,2018,Group D,group,2018-06-21,Croatia,Ante Rebić,https://en.wikipedia.org/wiki/Ante_Rebi%C4%87,Rebić 53'
FIFA World Cup 2018-group_D-3,FIFA World Cup 2018,FIFA World Cup,2018,Group D,group,2018-06-21,Croatia,Luka Modrić,https://en.wikipedia.org/wiki/Luka_Modri%C4%87,Modrić 80'
FIFA World Cup 2018-group_D-3,FIFA World Cup 2018,FIFA World Cup,2018,Group D,group,2018-06-21,Croatia,Ivan Rakitić,https://en.wikipedia.org/wiki/Ivan_Rakiti%C4%87,Rakitić 90+1'
FIFA World Cup 2018-group_D-4,FIFA World Cup 2018,FIFA World Cup,2018,Group D,group,2018-06-22,Nigeria,Ahmed Musa,https://en.wikipedia.org/wiki/Ahmed_Musa,"Musa 49' , 75'"
FIFA World Cup 2018-group_D-5,FIFA World Cup 2018,FIFA World Cup,2018,Group D,group,2018-06-26,Nigeria,Victor Moses,https://en.wikipedia.org/wiki/Victor_Moses,Moses 51' ( pen. )
FIFA World Cup 2018-group_D-5,FIFA World Cup 2018,FIFA World Cup,2018,Group D,group,2018-06-26,Argentina,Lionel Messi,https://en.wikipedia.org/wiki/Lionel_Messi,Messi 14'
FIFA World Cup 2018-group_D-5,FIFA World Cup 2018,FIFA World Cup,2018,Group D,group,2018-06-26,Argentina,Marcos Rojo,https://en.wikipedia.org/wiki/Marcos_Rojo,Rojo 86'
FIFA World Cup 2018-group_D-6,FIFA World Cup 2018,FIFA World Cup,2018,Group D,group,2018-06-26,Iceland,Gylfi Sigurðsson,https://en.wikipedia.org/wiki/Gylfi_Sigur%C3%B0sson,Sigurðsson 76' ( pen. )
FIFA World Cup 2018-group_D-6,FIFA World Cup 2018,FIFA World Cup,2018,Group D,group,2018-06-26,Croatia,Milan Badelj,https://en.wikipedia.org/wiki/Milan_Badelj,Badelj 53'
FIFA World Cup 2018-group_D-6,FIFA World Cup 2018,FIFA World Cup,2018,Group D,group,2018-06-26,Croatia,Ivan Perišić,https://en.wikipedia.org/wiki/Ivan_Peri%C5%A1i%C4%87,Perišić 90'
FIFA World Cup 2018-group_E-1,FIFA World Cup 2018,FIFA World Cup,2018,Group E,group,2018-06-17,Serbia,Aleksandar Kolarov,https://en.wikipedia.org/wiki/Aleksandar_Kolarov,Kolarov 56'
FIFA World Cup 2018-group_E-2,FIFA World Cup 2018,FIFA World Cup,2018,Group E,group,2018-06-17,Brazil,Philippe Coutinho,https://en.wikipedia.org/wiki/Philippe_Coutinho,Coutinho 20'
FIFA World Cup 2018-group_E-2,FIFA World Cup 2018,FIFA World Cup,2018,Group E,group,2018-06-17,Switzerland,Steven Zuber,https://en.wikipedia.org/wiki/Steven_Zuber,Zuber 50'
FIFA World Cup 2018-group_E-3,FIFA World Cup 2018,FIFA World Cup,2018,Group E,group,2018-06-22,Brazil,Philippe Coutinho,https://en.wikipedia.org/wiki/Philippe_Coutinho,Coutinho 90+1'
FIFA World Cup 2018-group_E-3,FIFA World Cup 2018,FIFA World Cup,2018,Group E,group,2018-06-22,Brazil,Neymar,https://en.wikipedia.org/wiki/Neymar,Neymar 90+7'
FIFA World Cup 2018-group_E-4,FIFA World Cup 2018,FIFA World Cup,2018,Group E,group,2018-06-22,Serbia,Aleksandar Mitrović,https://en.wikipedia.org/wiki/Aleksandar_Mitrovi%C4%87_(footballer),Mitrović 5'
FIFA World Cup 2018-group_E-4,FIFA World Cup 2018,FIFA World Cup,2018,Group E,group,2018-06-22,Switzerland,Granit Xhaka,https://en.wikipedia.org/wiki/Granit_Xhaka,Xhaka 52'
FIFA World Cup 2018-group_E-4,FIFA World Cup 2018,FIFA World Cup,2018,Group E,group,2018-06-22,Switzerland,Xherdan Shaqiri,https://en.wikipedia.org/wiki/Xherdan_Shaqiri,Shaqiri 90'
FIFA World Cup 2018-group_E-5,FIFA World Cup 2018,FIFA World Cup,2018,Group E,group,2018-06-27,Brazil,Paulinho,"https://en.wikipedia.org/wiki/Paulinho_(footballer,_born_July_1988)",Paulinho 36'
FIFA World Cup 2018-group_E-5,FIFA World Cup 2018,FIFA World Cup,2018,Group E,group,2018-06-27,Brazil,Thiago Silva,https://en.wikipedia.org/wiki/Thiago_Silva,Thiago Silva 68'
FIFA World Cup 2018-group_E-6,FIFA World Cup 2018,FIFA World Cup,2018,Group E,group,2018-06-27,Switzerland,Blerim Džemaili,https://en.wikipedia.org/wiki/Blerim_D%C5%BEemaili,Džemaili 31'
FIFA World Cup 2018-group_E-6,FIFA World Cup 2018,FIFA World Cup,2018,Group E,group,2018-06-27,Switzerland,Josip Drmić,https://en.wikipedia.org/wiki/Josip_Drmi%C4%87,Drmić 88'
FIFA World Cup 2018-group_E-6,FIFA World Cup 2018,FIFA World Cup,2018,Group E,group,2018-06-27,Costa Rica,Kendall Waston,https://en.wikipedia.org/wiki/Kendall_Waston,Waston 56'
FIFA World Cup 2018-group_F-1,FIFA World Cup 2018,FIFA World Cup,2018,Group F,group,2018-06-17,Mexico,Hirving Lozano,https://en.wikipedia.org/wiki/Hirving_Lozano,Lozano 35'
FIFA World Cup 2018-group_F-2,FIFA World Cup 2018,FIFA World Cup,2018,Group F,group,2018-06-18,Sweden,Andreas Granqvist,https://en.wikipedia.org/wiki/Andreas_Granqvist,Granqvist 65' ( pen. )
FIFA World Cup 2018-group_F-3,FIFA World Cup 2018,FIFA World Cup,2018,Group F,group,2018-06-23,South Korea,Son Heung-min,https://en.wikipedia.org/wiki/Son_Heung-min,Son Heung-min 90+3'
FIFA World Cup 2018-group_F-3,FIFA World Cup 2018,FIFA World Cup,2018,Group F,group,2018-06-23,Mexico,Carlos Vela,https://en.wikipedia.org/wiki/Carlos_Vela,Vela 26' ( pen. )
FIFA World Cup 2018-group_F-3,FIFA World Cup 2018,FIFA World Cup,2018,Group F,group,2018-06-23,Mexico,Javier Hernández,https://en.wikipedia.org/wiki/Javier_Hern%C3%A1ndez,Hernández 66'
