player,player_url,team,scorito_position,raw_position,group_goals,group_goal_matches,team_completed_group_goals,player_goal_share_uncapped,position_share_cap,player_goal_share,carryover_boost,projected_knockout_matches,path_team_xg,path_adjusted_team_xg,avg_path_ease_xg,avg_path_elo_diff,avg_opponent_goals_against_per_match,avg_opponent_clean_sheet_rate,avg_opponent_defense_factor,path_ease_score,projected_opponent_path,projected_last_round,expected_scorito_points,expected_knockout_goals,top5_scorito_probability,top5_raw_goal_probability,recommended_rank,selection_reason
Ismael Saibari,https://en.wikipedia.org/wiki/Ismael_Saibari,Morocco,Aanvaller,Attacking midfielder forward,3,3,6.0,0.445,0.62,0.445,1.65,1,1.256,1.2568373333333331,1.2568373333333331,-58.72,1.3333333333333333,0.0,1.0006666666666666,1.1666739999999998,Netherlands,Round of 32,26.57758498559999,1.1073993743999997,0.0016,0.022,53,"3 group goals, Aanvaller, 1 projected knockout matches, 1.3 adjusted team xG path"
Yoane Wissa,https://en.wikipedia.org/wiki/Yoane_Wissa,DR Congo,Aanvaller,Forward left winger,3,2,4.0,0.5933333333333334,0.62,0.5933333333333334,1.65,1,1.084,1.0283546666666668,1.0283546666666668,-154.55,0.6666666666666666,0.6666666666666666,0.9486666666666667,0.6944463333333333,England,Round of 32,26.578443372800006,1.1074351405333336,0.0016,0.03395,54,"3 group goals, Aanvaller, 1 projected knockout matches, 1.0 adjusted team xG path"
Yasin Ayari,https://en.wikipedia.org/wiki/Yasin_Ayari,Sweden,Middenvelder,Midfielder,2,1,7.0,0.26,0.38,0.26,1.4304732526990827,1,0.927,0.888684,0.888684,-256.45,0.6666666666666666,0.3333333333333333,0.9586666666666667,0.41859233333333334,France,Round of 32,15.865058877428364,0.33052205994642425,0.0024,0.00065,55,"2 group goals, Middenvelder, 1 projected knockout matches, 0.9 adjusted team xG path"
Matías Galarza,https://en.wikipedia.org/wiki/Mat%C3%ADas_Galarza_(Paraguayan_footballer),Paraguay,Middenvelder,Midfielder,1,1,2.0,0.335,0.38,0.335,0.7891661533851608,1,1.201,1.2018006666666667,1.2018006666666667,-87.98,1.3333333333333333,0.0,1.0006666666666666,1.0677473333333334,Germany,Round of 32,15.25060018072481,0.3177208370984335,0.0019,0.00045,56,"1 group goals, Middenvelder, 1 projected knockout matches, 1.2 adjusted team xG path"
Maurício,"https://en.wikipedia.org/wiki/Maur%C3%ADcio_(footballer,_born_2001)",Paraguay,Middenvelder,Attacking midfielder,1,1,2.0,0.335,0.38,0.335,0.7891661533851608,1,1.201,1.2018006666666667,1.2018006666666667,-87.98,1.3333333333333333,0.0,1.0006666666666666,1.0677473333333334,Germany,Round of 32,15.25060018072481,0.3177208370984335,0.00205,0.0004,57,"1 group goals, Middenvelder, 1 projected knockout matches, 1.2 adjusted team xG path"
Caleb Yirenkyi,https://en.wikipedia.org/wiki/Caleb_Yirenkyi,Ghana,Middenvelder,Midfielder,1,1,2.0,0.335,0.38,0.335,0.7891661533851608,1,1.012,0.9438586666666666,0.9438586666666666,-198.94,0.3333333333333333,0.6666666666666666,0.9326666666666666,0.5100319999999998,Colombia,Round of 32,11.977369918066287,0.24952853995971433,0.0015,0.00045,58,"1 group goals, Middenvelder, 1 projected knockout matches, 0.9 adjusted team xG path"
Mahmoud Saber,https://en.wikipedia.org/wiki/Mahmoud_Saber,Egypt,Middenvelder,Central midfielder,1,1,5.0,0.19142857142857145,0.38,0.19142857142857145,0.7891661533851608,1,1.493,1.4163593333333335,1.4163593333333335,53.67,0.6666666666666666,0.6666666666666666,0.9486666666666667,1.3947810000000003,Australia,Round of 32,10.27045998749556,0.2139679164061575,0.0015,0.0004,59,"1 group goals, Middenvelder, 1 projected knockout matches, 1.4 adjusted team xG path"
Felix Nmecha,https://en.wikipedia.org/wiki/Felix_Nmecha,Germany,Middenvelder,Midfielder,1,1,10.0,0.11166666666666668,0.38,0.11166666666666668,0.7891661533851608,2,2.622,2.5482519999999997,1.2741259999999999,-44.395,1.0,0.5,0.9696666666666667,1.1471168333333333,Paraguay -> France,Round of 16,10.778929065810791,0.22456102220439147,0.0012,0.0003,60,"1 group goals, Middenvelder, 2 projected knockout matches, 2.5 adjusted team xG path"
Jamal Musiala,https://en.wikipedia.org/wiki/Jamal_Musiala,Germany,Middenvelder,Attacking midfielder,1,1,10.0,0.11166666666666668,0.38,0.11166666666666668,0.7891661533851608,2,2.622,2.5482519999999997,1.2741259999999999,-44.395,1.0,0.5,0.9696666666666667,1.1471168333333333,Paraguay -> France,Round of 16,10.778929065810791,0.22456102220439147,0.00105,0.0001,61,"1 group goals, Middenvelder, 2 projected knockout matches, 2.5 adjusted team xG path"
Kevin Pina,https://en.wikipedia.org/wiki/Kevin_Pina_(footballer),Cape Verde,Middenvelder,Defensive midfielder,1,1,2.0,0.335,0.38,0.335,0.7891661533851608,1,0.835,0.7787766666666666,0.7787766666666666,-324.53,0.3333333333333333,0.6666666666666666,0.9326666666666666,0.1565649999999999,Argentina,Round of 32,9.88251371698157,0.20588570243711604,0.00145,0.00035,62,"1 group goals, Middenvelder, 1 projected knockout matches, 0.8 adjusted team xG path"
Martin Baturina,https://en.wikipedia.org/wiki/Martin_Baturina,Croatia,Middenvelder,Attacking midfielder,1,1,5.0,0.19142857142857145,0.38,0.19142857142857145,0.7891661533851608,1,1.273,1.1872846666666665,1.1872846666666665,-50.26,0.3333333333333333,0.6666666666666666,0.9326666666666666,0.9764779999999997,Portugal,Round of 32,8.609368664990619,0.17936184718730455,0.00075,5e-05,63,"1 group goals, Middenvelder, 1 projected knockout matches, 1.2 adjusted team xG path"
Nikola Vlašić,https://en.wikipedia.org/wiki/Nikola_Vla%C5%A1i%C4%87,Croatia,Middenvelder,Attacking midfielder,1,1,5.0,0.19142857142857145,0.38,0.19142857142857145,0.7891661533851608,1,1.273,1.1872846666666665,1.1872846666666665,-50.26,0.3333333333333333,0.6666666666666666,0.9326666666666666,0.9764779999999997,Portugal,Round of 32,8.609368664990619,0.17936184718730455,0.00105,0.00015,64,"1 group goals, Middenvelder, 1 projected knockout matches, 1.2 adjusted team xG path"
Petar Sučić,https://en.wikipedia.org/wiki/Petar_Su%C4%8Di%C4%87,Croatia,Middenvelder,Midfielder,1,1,5.0,0.19142857142857145,0.38,0.19142857142857145,0.7891661533851608,1,1.273,1.1872846666666665,1.1872846666666665,-50.26,0.3333333333333333,0.6666666666666666,0.9326666666666666,0.9764779999999997,Portugal,Round of 32,8.609368664990619,0.17936184718730455,0.0008,5e-05,65,"1 group goals, Middenvelder, 1 projected knockout matches, 1.2 adjusted team xG path"
Kai Havertz,https://en.wikipedia.org/wiki/Kai_Havertz,Germany,Aanvaller,Forward attacking midfielder [ 2 ],2,1,10.0,0.21333333333333335,0.62,0.21333333333333335,1.4304732526990827,2,2.622,2.5482519999999997,1.2741259999999999,-44.395,1.0,0.5,0.9696666666666667,1.1471168333333333,Paraguay -> France,Round of 16,18.66345639494115,0.7776440164558811,0.0005,0.0138,66,"2 group goals, Aanvaller, 2 projected knockout matches, 2.5 adjusted team xG path"
Thapelo Maseko,https://en.wikipedia.org/wiki/Thapelo_Maseko,South Africa,Aanvaller,Winger,1,1,2.0,0.39,0.62,0.39,0.7891661533851608,2,2.504,2.467969333333333,1.2339846666666665,-69.16,1.1666666666666665,0.16666666666666666,0.9876666666666666,1.1031613333333332,Canada -> Netherlands,Round of 16,18.22989042069817,0.7595787675290904,0.0002,0.0085,67,"1 group goals, Aanvaller, 2 projected knockout matches, 2.5 adjusted team xG path"
Ismaïla Sarr,https://en.wikipedia.org/wiki/Isma%C3%AFla_Sarr,Senegal,Aanvaller,Forward winger,3,2,8.0,0.356,0.62,0.356,1.65,1,1.207,1.1571106666666668,1.1571106666666668,-84.61,0.6666666666666666,0.3333333333333333,0.9586666666666667,0.944779,Belgium,Round of 32,17.94373166784,0.7476554861600001,0.0002,0.0068,68,"3 group goals, Aanvaller, 1 projected knockout matches, 1.2 adjusted team xG path"
Jonathan David,https://en.wikipedia.org/wiki/Jonathan_David,Canada,Aanvaller,Forward,3,1,8.0,0.356,0.62,0.356,1.65,1,1.304,1.2709653333333333,1.2709653333333333,-34.69,1.0,0.3333333333333333,0.9746666666666666,1.166847,South Africa,Round of 32,17.917560883199997,0.7465650367999999,0.00045,0.0125,69,"3 group goals, Aanvaller, 1 projected knockout matches, 1.3 adjusted team xG path"
Erling Haaland,https://en.wikipedia.org/wiki/Erling_Haaland,Norway,Aanvaller,Striker,4,2,8.0,0.45600000000000007,0.62,0.45600000000000007,1.129226493747105,1,1.295,1.2285233333333332,1.2285233333333332,-38.76,0.6666666666666666,0.6666666666666666,0.9486666666666667,1.0682999999999998,Ivory Coast,Round of 32,16.700644748331634,0.6958601978471514,5e-05,0.0058,70,"4 group goals, Aanvaller, 1 projected knockout matches, 1.2 adjusted team xG path"
Luis Díaz,"https://en.wikipedia.org/wiki/Luis_D%C3%ADaz_(footballer,_born_1997)",Colombia,Aanvaller,Left winger left midfielder [ 2 ],1,1,4.0,0.26,0.62,0.26,0.7891661533851608,2,3.37,3.251114666666666,1.625557333333333,128.465,0.8333333333333333,0.3333333333333333,0.9666666666666666,1.7495048333333332,Ghana -> Switzerland,Round of 16,16.009778651614255,0.6670741104839273,0.00035,0.0105,71,"1 group goals, Aanvaller, 2 projected knockout matches, 3.3 adjusted team xG path"
Riyad Mahrez,https://en.wikipedia.org/wiki/Riyad_Mahrez,Algeria,Aanvaller,Right winger,2,1,5.0,0.3657142857142857,0.62,0.3657142857142857,1.4304732526990827,1,1.286,1.2662813333333331,1.2662813333333331,-43.73,1.0,0.0,0.9846666666666666,1.1652696666666664,Switzerland,Round of 32,15.898754876493221,0.6624481198538842,0.0001,0.0066,72,"2 group goals, Aanvaller, 1 projected knockout matches, 1.3 adjusted team xG path"
Raúl Jiménez,https://en.wikipedia.org/wiki/Ra%C3%BAl_Jim%C3%A9nez,Mexico,Aanvaller,Striker,1,1,6.0,0.195,0.62,0.195,0.7891661533851608,3,4.114,3.898702666666667,1.2995675555555557,-4.716666666666669,0.5555555555555555,0.5555555555555555,0.9466666666666667,1.1848536666666665,Ecuador -> England -> Brazil,Quarterfinals,15.807916957373772,0.5999612163959314,0.0004,0.0029,73,"1 group goals, Aanvaller, 3 projected knockout matches, 3.9 adjusted team xG path"
Nestory Irankunda,https://en.wikipedia.org/wiki/Nestory_Irankunda,Australia,Aanvaller,Winger,1,1,2.0,0.39,0.62,0.39,0.7891661533851608,2,2.223,2.13915,1.069575,-144.555,0.6666666666666666,0.3333333333333333,0.9586666666666666,0.7673258333333332,Egypt -> Argentina,Round of 16,15.801035112849792,0.6583764630354081,0.00015,0.0071,74,"1 group goals, Aanvaller, 2 projected knockout matches, 2.1 adjusted team xG path"
Lamine Yamal,https://en.wikipedia.org/wiki/Lamine_Yamal,Spain,Aanvaller,Right winger right midfielder,1,1,5.0,0.22285714285714286,0.62,0.22285714285714286,0.7891661533851608,2,3.56,3.5187933333333334,1.7593966666666667,163.51,1.1666666666666667,0.3333333333333333,0.9826666666666666,1.969245,Austria -> Portugal,Round of 16,14.852515388919302,0.6188548078716376,0.0001,0.00415,75,"1 group goals, Aanvaller, 2 projected knockout matches, 3.5 adjusted team xG path"
Breel Embolo,https://en.wikipedia.org/wiki/Breel_Embolo,Switzerland,Aanvaller,Forward,1,1,7.0,0.17333333333333334,0.62,0.17333333333333334,0.7891661533851608,3,3.7880000000000003,3.703577333333333,1.2345257777777776,-61.23,1.0,0.4444444444444444,0.9713333333333333,1.0850418888888889,Algeria -> Colombia -> Argentina,Quarterfinals,13.239433387696561,0.5066078988379307,0.00025,0.0012,76,"1 group goals, Aanvaller, 3 projected knockout matches, 3.7 adjusted team xG path"
Amad Diallo,https://en.wikipedia.org/wiki/Amad_Diallo,Ivory Coast,Aanvaller,Winger attacking midfielder,1,1,4.0,0.26,0.62,0.26,0.7891661533851608,2,2.5,2.5009106666666665,1.2504553333333333,-70.915,1.3333333333333335,0.3333333333333333,0.9906666666666666,1.1253328333333332,Norway -> Brazil,Round of 16,12.31547647682509,0.5131448532010454,0.0001,0.0038,77,"1 group goals, Aanvaller, 2 projected knockout matches, 2.5 adjusted team xG path"
Cyle Larin,https://en.wikipedia.org/wiki/Cyle_Larin,Canada,Aanvaller,Forward,2,2,8.0,0.256,0.62,0.256,1.4304732526990827,1,1.304,1.2709653333333333,1.2709653333333333,-34.69,1.0,0.3333333333333333,0.9746666666666666,1.166847,South Africa,Round of 32,12.287324810558783,0.5119718671066159,0.0001,0.00445,78,"2 group goals, Aanvaller, 1 projected knockout matches, 1.3 adjusted team xG path"
Giovanni Reyna,https://en.wikipedia.org/wiki/Giovanni_Reyna,United States,Aanvaller,Attacking midfielder winger,1,1,8.0,0.156,0.62,0.156,0.7891661533851608,3,3.8739999999999997,3.8043346666666666,1.2681115555555555,-50.43333333333334,1.0,0.3333333333333333,0.9746666666666667,1.140378222222222,Bosnia and Herzegovina -> Belgium -> Portugal,Quarterfinals,12.271979608209218,0.4683513361929716,0.00035,0.0014,79,"1 group goals, Aanvaller, 3 projected knockout matches, 3.8 adjusted team xG path"
Romelu Lukaku,https://en.wikipedia.org/wiki/Romelu_Lukaku,Belgium,Aanvaller,Striker,1,1,6.0,0.195,0.62,0.195,0.7891661533851608,2,3.233,3.2529373333333336,1.6264686666666668,104.81,1.6666666666666665,0.3333333333333333,1.0066666666666666,1.798267,Senegal -> United States,Round of 16,12.014065639132358,0.5005860682971816,5e-05,0.0042,80,"1 group goals, Aanvaller, 2 projected knockout matches, 3.3 adjusted team xG path"
Marcus Rashford,https://en.wikipedia.org/wiki/Marcus_Rashford,England,Aanvaller,Forward,1,1,6.0,0.195,0.62,0.195,0.7891661533851608,2,3.16,3.0010986666666666,1.5005493333333333,86.82000000000001,0.5,0.5,0.9456666666666667,1.5203626666666665,DR Congo -> Mexico,Round of 16,11.083950496488487,0.4618312706870203,0.0001,0.0029,81,"1 group goals, Aanvaller, 2 projected knockout matches, 3.0 adjusted team xG path"
Ayase Ueda,https://en.wikipedia.org/wiki/Ayase_Ueda,Japan,Aanvaller,Striker,2,1,7.0,0.28444444444444444,0.62,0.28444444444444444,1.4304732526990827,1,1.17,1.0912199999999999,1.0912199999999999,-104.9,0.3333333333333333,0.6666666666666666,0.9326666666666666,0.7984533333333331,Brazil,Round of 32,10.656160582384931,0.4440066909327055,0.0,0.0023,82,"2 group goals, Aanvaller, 1 projected knockout matches, 1.1 adjusted team xG path"
Marko Arnautović,https://en.wikipedia.org/wiki/Marko_Arnautovi%C4%87,Austria,Aanvaller,Striker,2,2,6.0,0.32,0.62,0.32,1.4304732526990827,1,0.952,0.8631466666666667,0.8631466666666667,-238.64,0.0,1.0,0.9066666666666667,0.31977,Spain,Round of 32,10.430815041065022,0.43461729337770927,5e-05,0.0026,83,"2 group goals, Aanvaller, 1 projected knockout matches, 0.9 adjusted team xG path"
Anthony Elanga,https://en.wikipedia.org/wiki/Anthony_Elanga,Sweden,Aanvaller,Forward winger,2,2,7.0,0.28444444444444444,0.62,0.28444444444444444,1.4304732526990827,1,0.927,0.888684,0.888684,-256.45,0.6666666666666666,0.3333333333333333,0.9586666666666667,0.41859233333333334,France,Round of 32,9.546155085221853,0.3977564618842439,5e-05,0.00095,84,"2 group goals, Aanvaller, 1 projected knockout matches, 0.9 adjusted team xG path"
Gonzalo Plata,https://en.wikipedia.org/wiki/Gonzalo_Plata,Ecuador,Aanvaller,Right winger,1,1,2.0,0.39,0.62,0.39,0.7891661533851608,1,1.218,1.10432,1.10432,-78.86,0.0,1.0,0.9066666666666667,0.8006133333333333,Mexico,Round of 32,8.157164806498976,0.3398818669374573,0.0,0.0018,85,"1 group goals, Aanvaller, 1 projected knockout matches, 1.1 adjusted team xG path"
Nilson Angulo,https://en.wikipedia.org/wiki/Nilson_Angulo,Ecuador,Aanvaller,Winger wide midfielder,1,1,2.0,0.39,0.62,0.39,0.7891661533851608,1,1.218,1.10432,1.10432,-78.86,0.0,1.0,0.9066666666666667,0.8006133333333333,Mexico,Round of 32,8.157164806498976,0.3398818669374573,0.0,0.0012,86,"1 group goals, Aanvaller, 1 projected knockout matches, 1.1 adjusted team xG path"
Nathan Saliba,https://en.wikipedia.org/wiki/Nathan_Saliba,Canada,Middenvelder,Midfielder,1,1,8.0,0.134,0.38,0.134,0.7891661533851608,1,1.304,1.2709653333333333,1.2709653333333333,-34.69,1.0,0.3333333333333333,0.9746666666666666,1.166847,South Africa,Round of 32,6.451314158774515,0.1344023783078024,0.0004,0.00015,87,"1 group goals, Middenvelder, 1 projected knockout matches, 1.3 adjusted team xG path"
Leroy Sané,https://en.wikipedia.org/wiki/Leroy_San%C3%A9,Germany,Aanvaller,Winger attacking midfielder,1,1,10.0,0.13,0.62,0.13,0.7891661533851608,2,2.622,2.5482519999999997,1.2741259999999999,-44.395,1.0,0.5,0.9696666666666667,1.1471168333333333,Paraguay -> France,Round of 16,6.274301993531654,0.26142924973048554,0.0,0.0009,88,"1 group goals, Aanvaller, 2 projected knockout matches, 2.5 adjusted team xG path"
Emam Ashour,https://en.wikipedia.org/wiki/Emam_Ashour,Egypt,Aanvaller,Midfielder winger,1,1,5.0,0.22285714285714286,0.62,0.22285714285714286,0.7891661533851608,1,1.493,1.4163593333333335,1.4163593333333335,53.67,0.6666666666666666,0.6666666666666666,0.9486666666666667,1.3947810000000003,Australia,Round of 32,5.978327455407863,0.24909697730866096,0.0,0.0004,89,"1 group goals, Aanvaller, 1 projected knockout matches, 1.4 adjusted team xG path"
Mohamed Salah,https://en.wikipedia.org/wiki/Mohamed_Salah,Egypt,Aanvaller,Right winger,1,1,5.0,0.22285714285714286,0.62,0.22285714285714286,0.7891661533851608,1,1.493,1.4163593333333335,1.4163593333333335,53.67,0.6666666666666666,0.6666666666666666,0.9486666666666667,1.3947810000000003,Australia,Round of 32,5.978327455407863,0.24909697730866096,5e-05,0.00075,90,"1 group goals, Aanvaller, 1 projected knockout matches, 1.4 adjusted team xG path"
Mostafa Ziko,https://en.wikipedia.org/wiki/Mostafa_Ziko,Egypt,Aanvaller,Left winger,1,1,5.0,0.22285714285714286,0.62,0.22285714285714286,0.7891661533851608,1,1.493,1.4163593333333335,1.4163593333333335,53.67,0.6666666666666666,0.6666666666666666,0.9486666666666667,1.3947810000000003,Australia,Round of 32,5.978327455407863,0.24909697730866096,5e-05,0.0005,91,"1 group goals, Aanvaller, 1 projected knockout matches, 1.4 adjusted team xG path"
Trézéguet,https://en.wikipedia.org/wiki/Tr%C3%A9z%C3%A9guet_(Egyptian_footballer),Egypt,Aanvaller,Left winger,1,1,5.0,0.22285714285714286,0.62,0.22285714285714286,0.7891661533851608,1,1.493,1.4163593333333335,1.4163593333333335,53.67,0.6666666666666666,0.6666666666666666,0.9486666666666667,1.3947810000000003,Australia,Round of 32,5.978327455407863,0.24909697730866096,0.0,0.0001,92,"1 group goals, Aanvaller, 1 projected knockout matches, 1.4 adjusted team xG path"
Habib Diarra,https://en.wikipedia.org/wiki/Habib_Diarra,Senegal,Middenvelder,Midfielder,1,1,8.0,0.134,0.38,0.134,0.7891661533851608,1,1.207,1.1571106666666668,1.1571106666666668,-84.61,0.6666666666666666,0.3333333333333333,0.9586666666666667,0.944779,Belgium,Round of 32,5.873397355030681,0.12236244489647252,0.00025,0.0,93,"1 group goals, Middenvelder, 1 projected knockout matches, 1.2 adjusted team xG path"
Hélio Varela,https://en.wikipedia.org/wiki/H%C3%A9lio_Varela,Cape Verde,Aanvaller,Winger,1,1,2.0,0.39,0.62,0.39,0.7891661533851608,1,0.835,0.7787766666666666,0.7787766666666666,-324.53,0.3333333333333333,0.6666666666666666,0.9326666666666666,0.1565649999999999,Argentina,Round of 32,5.752507984511659,0.23968783268798582,0.0,0.00105,94,"1 group goals, Aanvaller, 1 projected knockout matches, 0.8 adjusted team xG path"
Romano Schmid,https://en.wikipedia.org/wiki/Romano_Schmid,Austria,Middenvelder,Attacking midfielder,1,1,6.0,0.1675,0.38,0.1675,0.7891661533851608,1,0.952,0.8631466666666667,0.8631466666666667,-238.64,0.0,1.0,0.9066666666666667,0.31977,Spain,Round of 32,5.476575723314079,0.11409532756904331,0.00015,0.0,95,"1 group goals, Middenvelder, 1 projected knockout matches, 0.9 adjusted team xG path"
Amine Gouiri,https://en.wikipedia.org/wiki/Amine_Gouiri,Algeria,Aanvaller,Striker left winger,1,1,5.0,0.22285714285714286,0.62,0.22285714285714286,0.7891661533851608,1,1.286,1.2662813333333331,1.2662813333333331,-43.73,1.0,0.0,0.9846666666666666,1.1652696666666664,Switzerland,Round of 32,5.344861493248988,0.22270256221870782,0.0,5e-05,96,"1 group goals, Aanvaller, 1 projected knockout matches, 1.3 adjusted team xG path"
Nadhir Benbouali,https://en.wikipedia.org/wiki/Nadhir_Benbouali,Algeria,Aanvaller,Forward,1,1,5.0,0.22285714285714286,0.62,0.22285714285714286,0.7891661533851608,1,1.286,1.2662813333333331,1.2662813333333331,-43.73,1.0,0.0,0.9846666666666666,1.1652696666666664,Switzerland,Round of 32,5.344861493248988,0.22270256221870782,0.0,0.0003,97,"1 group goals, Aanvaller, 1 projected knockout matches, 1.3 adjusted team xG path"
Fiston Mayele,https://en.wikipedia.org/wiki/Fiston_Mayele,DR Congo,Aanvaller,Forward,1,1,4.0,0.26,0.62,0.26,0.7891661533851608,1,1.084,1.0283546666666668,1.0283546666666668,-154.55,0.6666666666666666,0.6666666666666666,0.9486666666666667,0.6944463333333333,England,Round of 32,5.06402642684024,0.21100110111834333,0.0,0.00045,98,"1 group goals, Aanvaller, 1 projected knockout matches, 1.0 adjusted team xG path"
Mattias Svanberg,https://en.wikipedia.org/wiki/Mattias_Svanberg,Sweden,Middenvelder,Midfielder,1,1,7.0,0.1488888888888889,0.38,0.1488888888888889,0.7891661533851608,1,0.927,0.888684,0.888684,-256.45,0.6666666666666666,0.3333333333333333,0.9586666666666667,0.41859233333333334,France,Round of 32,5.012095505949959,0.10441865637395747,0.00025,5e-05,99,"1 group goals, Middenvelder, 1 projected knockout matches, 0.9 adjusted team xG path"
Ante Budimir,https://en.wikipedia.org/wiki/Ante_Budimir,Croatia,Aanvaller,Striker,1,1,5.0,0.22285714285714286,0.62,0.22285714285714286,0.7891661533851608,1,1.273,1.1872846666666665,1.1872846666666665,-50.26,0.3333333333333333,0.6666666666666666,0.9326666666666666,0.9764779999999997,Portugal,Round of 32,5.011423551263196,0.20880931463596647,0.0,0.0006,100,"1 group goals, Aanvaller, 1 projected knockout matches, 1.2 adjusted team xG path"
Petar Musa,https://en.wikipedia.org/wiki/Petar_Musa,Croatia,Aanvaller,Striker,1,1,5.0,0.22285714285714286,0.62,0.22285714285714286,0.7891661533851608,1,1.273,1.1872846666666665,1.1872846666666665,-50.26,0.3333333333333333,0.6666666666666666,0.9326666666666666,0.9764779999999997,Portugal,Round of 32,5.011423551263196,0.20880931463596647,0.0,0.00035,101,"1 group goals, Aanvaller, 1 projected knockout matches, 1.2 adjusted team xG path"
Jovo Lukić,https://en.wikipedia.org/wiki/Jovo_Luki%C4%87,Bosnia and Herzegovina,Aanvaller,Forward,1,1,5.0,0.22285714285714286,0.62,0.22285714285714286,0.7891661533851608,1,1.169,1.1580893333333333,1.1580893333333333,-105.27,1.3333333333333333,0.3333333333333333,0.9906666666666666,0.9814343333333333,United States,Round of 32,4.888192631870952,0.203674692994623,0.0,0.00025,102,"1 group goals, Aanvaller, 1 projected knockout matches, 1.2 adjusted team xG path"
Kerim Alajbegović,https://en.wikipedia.org/wiki/Kerim_Alajbegovi%C4%87,Bosnia and Herzegovina,Aanvaller,Winger,1,1,5.0,0.22285714285714286,0.62,0.22285714285714286,0.7891661533851608,1,1.169,1.1580893333333333,1.1580893333333333,-105.27,1.3333333333333333,0.3333333333333333,0.9906666666666666,0.9814343333333333,United States,Round of 32,4.888192631870952,0.203674692994623,0.0,0.0001,103,"1 group goals, Aanvaller, 1 projected knockout matches, 1.2 adjusted team xG path"
Gessime Yassine,https://en.wikipedia.org/wiki/Gessime_Yassine,Morocco,Aanvaller,Winger,1,1,6.0,0.195,0.62,0.195,0.7891661533851608,1,1.256,1.2568373333333331,1.2568373333333331,-58.72,1.3333333333333333,0.0,1.0006666666666666,1.1666739999999998,Netherlands,Round of 32,4.641874304078839,0.19341142933661828,0.0,0.0002,104,"1 group goals, Aanvaller, 1 projected knockout matches, 1.3 adjusted team xG path"
Soufiane Rahimi,https://en.wikipedia.org/wiki/Soufiane_Rahimi,Morocco,Aanvaller,Forward winger,1,1,6.0,0.195,0.62,0.195,0.7891661533851608,1,1.256,1.2568373333333331,1.2568373333333331,-58.72,1.3333333333333333,0.0,1.0006666666666666,1.1666739999999998,Netherlands,Round of 32,4.641874304078839,0.19341142933661828,0.0,0.0,105,"1 group goals, Aanvaller, 1 projected knockout matches, 1.3 adjusted team xG path"
Promise David,https://en.wikipedia.org/wiki/Promise_David,Canada,Aanvaller,Striker,1,1,8.0,0.156,0.62,0.156,0.7891661533851608,1,1.304,1.2709653333333333,1.2709653333333333,-34.69,1.0,0.3333333333333333,0.9746666666666666,1.166847,South Africa,Round of 32,3.7552425700329275,0.15646844041803865,0.0,0.0002,106,"1 group goals, Aanvaller, 1 projected knockout matches, 1.3 adjusted team xG path"
Daizen Maeda,https://en.wikipedia.org/wiki/Daizen_Maeda,Japan,Aanvaller,Forward,1,1,7.0,0.17333333333333334,0.62,0.17333333333333334,0.7891661533851608,1,1.17,1.0912199999999999,1.0912199999999999,-104.9,0.3333333333333333,0.6666666666666666,0.9326666666666666,0.7984533333333331,Brazil,Round of 32,3.582400181971333,0.14926667424880555,0.0,0.0001,107,"1 group goals, Aanvaller, 1 projected knockout matches, 1.1 adjusted team xG path"
Junya Itō,https://en.wikipedia.org/wiki/Junya_It%C5%8D,Japan,Aanvaller,Winger forward,1,1,7.0,0.17333333333333334,0.62,0.17333333333333334,0.7891661533851608,1,1.17,1.0912199999999999,1.0912199999999999,-104.9,0.3333333333333333,0.6666666666666666,0.9326666666666666,0.7984533333333331,Brazil,Round of 32,3.582400181971333,0.14926667424880555,0.0,5e-05,108,"1 group goals, Aanvaller, 1 projected knockout matches, 1.1 adjusted team xG path"
Keito Nakamura,https://en.wikipedia.org/wiki/Keito_Nakamura,Japan,Aanvaller,Left winger forward,1,1,7.0,0.17333333333333334,0.62,0.17333333333333334,0.7891661533851608,1,1.17,1.0912199999999999,1.0912199999999999,-104.9,0.3333333333333333,0.6666666666666666,0.9326666666666666,0.7984533333333331,Brazil,Round of 32,3.582400181971333,0.14926667424880555,0.0,0.0001,109,"1 group goals, Aanvaller, 1 projected knockout matches, 1.1 adjusted team xG path"
Ibrahim Mbaye,https://en.wikipedia.org/wiki/Ibrahim_Mbaye,Senegal,Aanvaller,Forward,1,1,8.0,0.156,0.62,0.156,0.7891661533851608,1,1.207,1.1571106666666668,1.1571106666666668,-84.61,0.6666666666666666,0.3333333333333333,0.9586666666666667,0.944779,Belgium,Round of 32,3.4188432365103965,0.14245180152126652,0.0,5e-05,110,"1 group goals, Aanvaller, 1 projected knockout matches, 1.2 adjusted team xG path"
Iliman Ndiaye,https://en.wikipedia.org/wiki/Iliman_Ndiaye,Senegal,Aanvaller,Wide midfielder winger,1,1,8.0,0.156,0.62,0.156,0.7891661533851608,1,1.207,1.1571106666666668,1.1571106666666668,-84.61,0.6666666666666666,0.3333333333333333,0.9586666666666667,0.944779,Belgium,Round of 32,3.4188432365103965,0.14245180152126652,0.0,0.0,111,"1 group goals, Aanvaller, 1 projected knockout matches, 1.2 adjusted team xG path"
