trial,matches_evaluated,exact_accuracy,toto_accuracy,scorito_points,points_per_match
724,115,0.06956521739130435,0.2782608695652174,3960,34.43478260869565
725,115,0.06086956521739131,0.2956521739130435,4185,36.391304347826086
726,115,0.09565217391304348,0.3217391304347826,4575,39.78260869565217
727,115,0.06956521739130435,0.3652173913043478,5430,47.21739130434783
728,115,0.11304347826086956,0.3739130434782609,5625,48.91304347826087
729,115,0.06086956521739131,0.3826086956521739,5355,46.56521739130435
730,115,0.11304347826086956,0.41739130434782606,6210,54.0
731,115,0.11304347826086956,0.4434782608695652,6675,58.04347826086956
732,115,0.06086956521739131,0.3565217391304348,5010,43.56521739130435
733,115,0.06956521739130435,0.4608695652173913,6450,56.08695652173913
734,115,0.043478260869565216,0.3652173913043478,5070,44.08695652173913
735,115,0.08695652173913043,0.3826086956521739,5790,50.34782608695652
736,115,0.06956521739130435,0.3565217391304348,5205,45.26086956521739
737,115,0.06086956521739131,0.391304347826087,5700,49.56521739130435
738,115,0.043478260869565216,0.34782608695652173,4875,42.391304347826086
739,115,0.0782608695652174,0.33043478260869563,5025,43.69565217391305
740,115,0.08695652173913043,0.3565217391304348,5475,47.608695652173914
741,115,0.06956521739130435,0.40869565217391307,6180,53.73913043478261
742,115,0.06956521739130435,0.43478260869565216,5985,52.04347826086956
743,115,0.05217391304347826,0.3130434782608696,4425,38.47826086956522
744,115,0.06086956521739131,0.4260869565217391,5895,51.26086956521739
745,115,0.06086956521739131,0.3130434782608696,4425,38.47826086956522
746,115,0.08695652173913043,0.3739130434782609,5640,49.04347826086956
747,115,0.06956521739130435,0.34782608695652173,5115,44.47826086956522
748,115,0.0782608695652174,0.4608695652173913,6765,58.82608695652174
749,115,0.09565217391304348,0.46956521739130436,6810,59.21739130434783
750,115,0.0782608695652174,0.3217391304347826,4755,41.34782608695652
751,115,0.06956521739130435,0.3826086956521739,5460,47.47826086956522
752,115,0.05217391304347826,0.3826086956521739,5670,49.30434782608695
753,115,0.0782608695652174,0.3652173913043478,5295,46.04347826086956
754,115,0.05217391304347826,0.4,5565,48.391304347826086
755,115,0.06956521739130435,0.3391304347826087,5145,44.73913043478261
756,115,0.043478260869565216,0.30434782608695654,4575,39.78260869565217
757,115,0.06956521739130435,0.3130434782608696,4695,40.82608695652174
758,115,0.06956521739130435,0.33043478260869563,4740,41.21739130434783
759,115,0.05217391304347826,0.34782608695652173,4935,42.91304347826087
760,115,0.06086956521739131,0.3739130434782609,5415,47.08695652173913
761,115,0.10434782608695652,0.40869565217391307,6315,54.91304347826087
762,115,0.06086956521739131,0.3130434782608696,4515,39.26086956521739
763,115,0.10434782608695652,0.40869565217391307,5985,52.04347826086956
764,115,0.043478260869565216,0.3130434782608696,3945,34.30434782608695
765,115,0.08695652173913043,0.3652173913043478,5355,46.56521739130435
766,115,0.0782608695652174,0.33043478260869563,4770,41.47826086956522
767,115,0.05217391304347826,0.3217391304347826,4650,40.43478260869565
768,115,0.0782608695652174,0.34782608695652173,5445,47.34782608695652
769,115,0.09565217391304348,0.3217391304347826,4950,43.04347826086956
770,115,0.06956521739130435,0.34782608695652173,4995,43.43478260869565
771,115,0.0782608695652174,0.4,5955,51.78260869565217
772,115,0.12173913043478261,0.3652173913043478,5280,45.91304347826087
773,115,0.08695652173913043,0.26956521739130435,4005,34.82608695652174
774,115,0.09565217391304348,0.3826086956521739,5610,48.78260869565217
775,115,0.08695652173913043,0.3565217391304348,5040,43.82608695652174
776,115,0.06086956521739131,0.33043478260869563,4920,42.78260869565217
777,115,0.10434782608695652,0.3565217391304348,5340,46.43478260869565
778,115,0.10434782608695652,0.33043478260869563,5085,44.21739130434783
779,115,0.043478260869565216,0.3565217391304348,4935,42.91304347826087
780,115,0.043478260869565216,0.3391304347826087,4860,42.26086956521739
781,115,0.034782608695652174,0.3652173913043478,5145,44.73913043478261
782,115,0.05217391304347826,0.3391304347826087,4980,43.30434782608695
783,115,0.09565217391304348,0.4,5970,51.91304347826087
784,115,0.08695652173913043,0.391304347826087,5865,51.0
785,115,0.06956521739130435,0.26956521739130435,3750,32.608695652173914
786,115,0.06086956521739131,0.3217391304347826,4695,40.82608695652174
787,115,0.11304347826086956,0.3826086956521739,5505,47.869565217391305
788,115,0.10434782608695652,0.3652173913043478,5625,48.91304347826087
789,115,0.05217391304347826,0.4,5595,48.65217391304348
790,115,0.06956521739130435,0.3565217391304348,5145,44.73913043478261
791,115,0.0782608695652174,0.3739130434782609,5790,50.34782608695652
792,115,0.08695652173913043,0.4260869565217391,6045,52.56521739130435
793,115,0.06086956521739131,0.41739130434782606,5880,51.130434782608695
794,115,0.06086956521739131,0.33043478260869563,4980,43.30434782608695
795,115,0.06956521739130435,0.3739130434782609,5310,46.17391304347826
796,115,0.0782608695652174,0.3739130434782609,5235,45.52173913043478
797,115,0.09565217391304348,0.30434782608695654,4680,40.69565217391305
798,115,0.09565217391304348,0.4,6195,53.869565217391305
799,115,0.06956521739130435,0.22608695652173913,3525,30.652173913043477
800,115,0.05217391304347826,0.3739130434782609,5280,45.91304347826087
801,115,0.09565217391304348,0.3652173913043478,5730,49.82608695652174
802,115,0.11304347826086956,0.3826086956521739,5745,49.95652173913044
803,115,0.09565217391304348,0.4,6150,53.47826086956522
804,115,0.11304347826086956,0.3391304347826087,5505,47.869565217391305
805,115,0.0782608695652174,0.30434782608695654,4755,41.34782608695652
806,115,0.09565217391304348,0.34782608695652173,5205,45.26086956521739
807,115,0.034782608695652174,0.2782608695652174,3930,34.17391304347826
808,115,0.06956521739130435,0.4260869565217391,6195,53.869565217391305
809,115,0.09565217391304348,0.26956521739130435,4110,35.73913043478261
810,115,0.06086956521739131,0.40869565217391307,5850,50.869565217391305
811,115,0.09565217391304348,0.3652173913043478,5580,48.52173913043478
812,115,0.06086956521739131,0.3217391304347826,4560,39.65217391304348
813,115,0.0782608695652174,0.3826086956521739,5835,50.73913043478261
814,115,0.043478260869565216,0.3391304347826087,4875,42.391304347826086
815,115,0.06086956521739131,0.46956521739130436,6690,58.17391304347826
816,115,0.05217391304347826,0.3739130434782609,5385,46.82608695652174
817,115,0.06956521739130435,0.30434782608695654,4620,40.17391304347826
818,115,0.06956521739130435,0.30434782608695654,4395,38.21739130434783
819,115,0.12173913043478261,0.3565217391304348,5325,46.30434782608695
820,115,0.08695652173913043,0.4,5865,51.0
821,115,0.06956521739130435,0.3565217391304348,5535,48.130434782608695
822,115,0.11304347826086956,0.43478260869565216,6315,54.91304347826087
823,115,0.09565217391304348,0.4,6210,54.0
824,115,0.06956521739130435,0.33043478260869563,4545,39.52173913043478
825,115,0.09565217391304348,0.3565217391304348,5085,44.21739130434783
826,115,0.06086956521739131,0.2782608695652174,4170,36.26086956521739
827,115,0.06956521739130435,0.3565217391304348,5160,44.869565217391305
828,115,0.06086956521739131,0.30434782608695654,4215,36.65217391304348
829,115,0.06086956521739131,0.3217391304347826,5145,44.73913043478261
830,115,0.08695652173913043,0.4434782608695652,6165,53.608695652173914
831,115,0.08695652173913043,0.34782608695652173,5295,46.04347826086956
832,115,0.09565217391304348,0.34782608695652173,4905,42.65217391304348
833,115,0.0782608695652174,0.4,5850,50.869565217391305
834,115,0.06086956521739131,0.4260869565217391,6150,53.47826086956522
835,115,0.08695652173913043,0.34782608695652173,5520,48.0
836,115,0.06956521739130435,0.3391304347826087,4920,42.78260869565217
837,115,0.06086956521739131,0.3565217391304348,5190,45.130434782608695
838,115,0.08695652173913043,0.4434782608695652,6315,54.91304347826087
