source,event_id,tournament,date,home_team,away_team,home_odds,draw_odds,away_odds,bookmakers_count,source_tournament
oddsportal,941540,UEFA Euro 2012,2012-06-15,Ukraine,France,4.18,3.15,2.05,,UEFA Euro 2012
oddsportal,941537,UEFA Euro 2012,2012-06-14,Spain,Ireland,1.22,6.43,13.5,,UEFA Euro 2012
oddsportal,941538,UEFA Euro 2012,2012-06-14,Italy,Croatia,2.52,3.1,3.03,,UEFA Euro 2012
oddsportal,941536,UEFA Euro 2012,2012-06-13,Netherlands,Germany,2.93,3.2,2.51,,UEFA Euro 2012
oddsportal,941535,UEFA Euro 2012,2012-06-13,Denmark,Portugal,4.8,3.43,1.82,,UEFA Euro 2012
oddsportal,941534,UEFA Euro 2012,2012-06-12,Poland,Russia,3.23,3.27,2.29,,UEFA Euro 2012
oddsportal,941533,UEFA Euro 2012,2012-06-12,Greece,Czech Republic,3.3,3.55,2.01,,UEFA Euro 2012
oddsportal,941532,UEFA Euro 2012,2012-06-11,Ukraine,Sweden,2.68,3.23,2.77,,UEFA Euro 2012
oddsportal,941531,UEFA Euro 2012,2012-06-11,France,England,2.5,2.98,3.2,,UEFA Euro 2012
oddsportal,941530,UEFA Euro 2012,2012-06-10,Ireland,Croatia,4.15,3.22,2.02,,UEFA Euro 2012
oddsportal,941529,UEFA Euro 2012,2012-06-10,Spain,Italy,1.77,3.32,5.33,,UEFA Euro 2012
oddsportal,941528,UEFA Euro 2012,2012-06-09,Germany,Portugal,2.11,3.28,3.75,,UEFA Euro 2012
oddsportal,941526,UEFA Euro 2012,2012-06-09,Netherlands,Denmark,1.72,3.55,5.3,,UEFA Euro 2012
oddsportal,941527,UEFA Euro 2012,2012-06-08,Russia,Czech Republic,2.44,3.1,3.17,,UEFA Euro 2012
oddsportal,941525,UEFA Euro 2012,2012-06-08,Poland,Greece,2.08,3.13,4.18,,UEFA Euro 2012
oddsportal,914885,UEFA Euro 2012,2011-11-15,Portugal,Bosnia & Herzegovina,1.37,4.61,8.67,,UEFA Euro 2012
oddsportal,914883,UEFA Euro 2012,2011-11-15,Ireland,Estonia,1.35,4.72,9.67,,UEFA Euro 2012
oddsportal,914884,UEFA Euro 2012,2011-11-15,Montenegro,Czech Republic,2.74,3.23,2.58,,UEFA Euro 2012
oddsportal,914882,UEFA Euro 2012,2011-11-15,Croatia,Turkey,1.65,3.55,5.77,,UEFA Euro 2012
oddsportal,914879,UEFA Euro 2012,2011-11-11,Estonia,Ireland,3.5,3.03,2.26,,UEFA Euro 2012
oddsportal,914880,UEFA Euro 2012,2011-11-11,Czech Republic,Montenegro,1.68,3.55,5.45,,UEFA Euro 2012
oddsportal,914878,UEFA Euro 2012,2011-11-11,Turkey,Croatia,2.29,3.1,3.3,,UEFA Euro 2012
oddsportal,914881,UEFA Euro 2012,2011-11-11,Bosnia & Herzegovina,Portugal,3.32,3.22,2.23,,UEFA Euro 2012
oddsportal,382364,UEFA Euro 2012,2011-10-11,France,Bosnia & Herzegovina,1.53,4.0,6.17,,UEFA Euro 2012
oddsportal,382486,UEFA Euro 2012,2011-10-11,Lithuania,Czech Republic,5.87,3.78,1.57,,UEFA Euro 2012
oddsportal,382271,UEFA Euro 2012,2011-10-11,Italy,Northern Ireland,1.18,6.23,15.67,,UEFA Euro 2012
oddsportal,382487,UEFA Euro 2012,2011-10-11,Spain,Scotland,1.17,7.0,14.33,,UEFA Euro 2012
oddsportal,382272,UEFA Euro 2012,2011-10-11,Slovenia,Serbia,5.38,3.75,1.64,,UEFA Euro 2012
oddsportal,382467,UEFA Euro 2012,2011-10-11,Norway,Cyprus,1.19,6.5,13.17,,UEFA Euro 2012
oddsportal,382466,UEFA Euro 2012,2011-10-11,Denmark,Portugal,3.38,2.68,2.57,,UEFA Euro 2012
oddsportal,382447,UEFA Euro 2012,2011-10-11,Switzerland,Montenegro,1.61,3.67,5.77,,UEFA Euro 2012
oddsportal,382397,UEFA Euro 2012,2011-10-11,Sweden,Netherlands,2.68,3.22,2.56,,UEFA Euro 2012
oddsportal,382446,UEFA Euro 2012,2011-10-11,Bulgaria,Wales,2.31,3.18,3.15,,UEFA Euro 2012
oddsportal,382363,UEFA Euro 2012,2011-10-11,Albania,Romania,3.27,3.23,2.2,,UEFA Euro 2012
oddsportal,2589828,UEFA Euro 2016,2016-07-10,Portugal,France,4.24,3.09,2.17,,UEFA Euro 2016
oddsportal,2581253,UEFA Euro 2016,2016-07-07,Germany,France,3.01,3.0,2.81,,UEFA Euro 2016
oddsportal,2579904,UEFA Euro 2016,2016-07-06,Portugal,Wales,2.18,3.11,4.18,,UEFA Euro 2016
oddsportal,2570004,UEFA Euro 2016,2016-07-03,France,Iceland,1.42,4.99,8.48,,UEFA Euro 2016
oddsportal,2569905,UEFA Euro 2016,2016-07-02,Germany,Italy,2.29,3.03,3.93,,UEFA Euro 2016
oddsportal,2566782,UEFA Euro 2016,2016-07-01,Wales,Belgium,4.96,3.38,1.91,,UEFA Euro 2016
oddsportal,2565200,UEFA Euro 2016,2016-06-30,Poland,Portugal,3.8,2.93,2.4,,UEFA Euro 2016
oddsportal,2560011,UEFA Euro 2016,2016-06-27,England,Iceland,1.47,4.27,9.46,,UEFA Euro 2016
oddsportal,2556322,UEFA Euro 2016,2016-06-27,Italy,Spain,4.58,2.94,2.16,,UEFA Euro 2016
oddsportal,2560377,UEFA Euro 2016,2016-06-26,Hungary,Belgium,7.28,3.61,1.65,,UEFA Euro 2016
oddsportal,2560013,UEFA Euro 2016,2016-06-26,Germany,Slovakia,1.42,4.29,11.5,,UEFA Euro 2016
oddsportal,2560378,UEFA Euro 2016,2016-06-26,France,Ireland,1.54,3.82,9.19,,UEFA Euro 2016
oddsportal,2560012,UEFA Euro 2016,2016-06-25,Croatia,Portugal,2.85,3.03,2.93,,UEFA Euro 2016
oddsportal,2560376,UEFA Euro 2016,2016-06-25,Wales,Northern Ireland,2.04,2.97,5.15,,UEFA Euro 2016
oddsportal,2556321,UEFA Euro 2016,2016-06-25,Switzerland,Poland,3.01,2.88,2.91,,UEFA Euro 2016
oddsportal,2440899,UEFA Euro 2016,2016-06-22,Sweden,Belgium,5.19,3.39,1.89,,UEFA Euro 2016
oddsportal,2440898,UEFA Euro 2016,2016-06-22,Italy,Ireland,2.3,3.15,3.81,,UEFA Euro 2016
oddsportal,2440904,UEFA Euro 2016,2016-06-22,Iceland,Austria,3.67,3.2,2.29,,UEFA Euro 2016
oddsportal,2440905,UEFA Euro 2016,2016-06-22,Hungary,Portugal,9.78,4.06,1.49,,UEFA Euro 2016
oddsportal,2440893,UEFA Euro 2016,2016-06-21,Croatia,Spain,5.41,3.07,1.95,,UEFA Euro 2016
oddsportal,2440892,UEFA Euro 2016,2016-06-21,Czech Republic,Turkey,2.38,3.65,3.05,,UEFA Euro 2016
oddsportal,2440887,UEFA Euro 2016,2016-06-21,Northern Ireland,Germany,14.33,4.77,1.35,,UEFA Euro 2016
oddsportal,2440886,UEFA Euro 2016,2016-06-21,Ukraine,Poland,4.58,3.17,2.02,,UEFA Euro 2016
oddsportal,2440881,UEFA Euro 2016,2016-06-20,Slovakia,England,5.85,3.19,1.88,,UEFA Euro 2016
oddsportal,2440880,UEFA Euro 2016,2016-06-20,Russia,Wales,2.65,3.09,3.15,,UEFA Euro 2016
oddsportal,2440874,UEFA Euro 2016,2016-06-19,Romania,Albania,2.09,3.52,3.88,,UEFA Euro 2016
oddsportal,2440875,UEFA Euro 2016,2016-06-19,Switzerland,France,5.88,2.94,1.96,,UEFA Euro 2016
oddsportal,2440903,UEFA Euro 2016,2016-06-18,Portugal,Austria,1.77,3.71,5.41,,UEFA Euro 2016
oddsportal,2440902,UEFA Euro 2016,2016-06-18,Iceland,Hungary,2.67,3.02,3.14,,UEFA Euro 2016
oddsportal,2440897,UEFA Euro 2016,2016-06-18,Belgium,Ireland,1.9,3.37,5.14,,UEFA Euro 2016
oddsportal,2440891,UEFA Euro 2016,2016-06-17,Spain,Turkey,1.48,4.2,9.1,,UEFA Euro 2016
oddsportal,2440890,UEFA Euro 2016,2016-06-17,Czech Republic,Croatia,4.52,3.14,2.08,,UEFA Euro 2016
oddsportal,2440896,UEFA Euro 2016,2016-06-17,Italy,Sweden,2.01,3.1,5.1,,UEFA Euro 2016
oddsportal,2440885,UEFA Euro 2016,2016-06-16,Germany,Poland,1.62,4.06,6.44,,UEFA Euro 2016
oddsportal,2440884,UEFA Euro 2016,2016-06-16,Ukraine,Northern Ireland,1.77,3.4,6.14,,UEFA Euro 2016
oddsportal,2440879,UEFA Euro 2016,2016-06-16,England,Wales,1.69,3.76,6.19,,UEFA Euro 2016
oddsportal,2440873,UEFA Euro 2016,2016-06-15,France,Albania,1.26,6.08,16.88,,UEFA Euro 2016
oddsportal,2440872,UEFA Euro 2016,2016-06-15,Romania,Switzerland,3.53,3.09,2.42,,UEFA Euro 2016
oddsportal,2440878,UEFA Euro 2016,2016-06-15,Russia,Slovakia,2.46,3.14,3.35,,UEFA Euro 2016
oddsportal,2440901,UEFA Euro 2016,2016-06-14,Portugal,Iceland,1.43,4.63,9.34,,UEFA Euro 2016
oddsportal,2440900,UEFA Euro 2016,2016-06-14,Austria,Hungary,1.7,3.71,6.2,,UEFA Euro 2016
oddsportal,2440895,UEFA Euro 2016,2016-06-13,Belgium,Italy,2.76,3.02,3.07,,UEFA Euro 2016
oddsportal,2440894,UEFA Euro 2016,2016-06-13,Ireland,Sweden,3.87,3.07,2.3,,UEFA Euro 2016
oddsportal,2440889,UEFA Euro 2016,2016-06-13,Spain,Czech Republic,1.45,4.51,9.14,,UEFA Euro 2016
oddsportal,2440883,UEFA Euro 2016,2016-06-12,Germany,Ukraine,1.53,4.37,7.29,,UEFA Euro 2016
oddsportal,2440882,UEFA Euro 2016,2016-06-12,Poland,Northern Ireland,1.8,3.38,5.89,,UEFA Euro 2016
oddsportal,2440888,UEFA Euro 2016,2016-06-12,Turkey,Croatia,4.21,3.36,2.05,,UEFA Euro 2016
oddsportal,2440877,UEFA Euro 2016,2016-06-11,England,Russia,1.79,3.54,5.56,,UEFA Euro 2016
oddsportal,2440876,UEFA Euro 2016,2016-06-11,Wales,Slovakia,3.14,2.97,2.73,,UEFA Euro 2016
oddsportal,2440871,UEFA Euro 2016,2016-06-11,Albania,Switzerland,5.19,3.25,1.93,,UEFA Euro 2016
oddsportal,5187124,UEFA Euro 2020,2021-07-11,Italy,England,3.34,2.95,2.55,,UEFA Euro 2020
oddsportal,5173474,UEFA Euro 2020,2021-07-07,England,Denmark,1.75,3.5,5.71,,UEFA Euro 2020
oddsportal,5172092,UEFA Euro 2020,2021-07-06,Italy,Spain,2.5,3.17,3.17,,UEFA Euro 2020
oddsportal,5156132,UEFA Euro 2020,2021-07-03,Ukraine,England,7.76,4.03,1.53,,UEFA Euro 2020
oddsportal,5149191,UEFA Euro 2020,2021-07-03,Czech Republic,Denmark,4.07,3.08,2.16,,UEFA Euro 2020
oddsportal,5149478,UEFA Euro 2020,2021-07-02,Belgium,Italy,3.32,3.21,2.36,,UEFA Euro 2020
oddsportal,5152170,UEFA Euro 2020,2021-07-02,Switzerland,Spain,5.87,3.9,1.65,,UEFA Euro 2020
oddsportal,5139422,UEFA Euro 2020,2021-06-29,Sweden,Ukraine,2.29,3.26,3.46,,UEFA Euro 2020
oddsportal,5139419,UEFA Euro 2020,2021-06-29,England,Germany,2.45,3.35,3.07,,UEFA Euro 2020
oddsportal,5139420,UEFA Euro 2020,2021-06-28,France,Switzerland,1.61,3.92,6.31,,UEFA Euro 2020
oddsportal,5139175,UEFA Euro 2020,2021-06-28,Croatia,Spain,6.5,3.94,1.6,,UEFA Euro 2020
oddsportal,5139421,UEFA Euro 2020,2021-06-27,Belgium,Portugal,2.4,3.36,3.15,,UEFA Euro 2020
oddsportal,5139176,UEFA Euro 2020,2021-06-27,Netherlands,Czech Republic,1.58,4.05,6.22,,UEFA Euro 2020
oddsportal,5134049,UEFA Euro 2020,2021-06-26,Italy,Austria,1.56,3.9,7.32,,UEFA Euro 2020
oddsportal,5134216,UEFA Euro 2020,2021-06-26,Wales,Denmark,4.77,3.15,1.97,,UEFA Euro 2020
oddsportal,3892866,UEFA Euro 2020,2021-06-23,Portugal,France,4.13,3.49,1.98,,UEFA Euro 2020
oddsportal,4749935,UEFA Euro 2020,2021-06-23,Germany,Hungary,1.13,9.84,20.68,,UEFA Euro 2020
oddsportal,3892863,UEFA Euro 2020,2021-06-23,Sweden,Poland,2.95,3.47,2.47,,UEFA Euro 2020
oddsportal,4749932,UEFA Euro 2020,2021-06-23,Slovakia,Spain,16.66,7.09,1.2,,UEFA Euro 2020
oddsportal,4749929,UEFA Euro 2020,2021-06-22,Croatia,Scotland,2.33,3.89,2.94,,UEFA Euro 2020
oddsportal,3892860,UEFA Euro 2020,2021-06-22,Czech Republic,England,7.92,4.35,1.47,,UEFA Euro 2020
oddsportal,3892872,UEFA Euro 2020,2021-06-21,Finland,Belgium,9.6,4.93,1.38,,UEFA Euro 2020
oddsportal,3892854,UEFA Euro 2020,2021-06-21,Russia,Denmark,5.36,4.18,1.66,,UEFA Euro 2020
oddsportal,3892857,UEFA Euro 2020,2021-06-21,Ukraine,Austria,3.58,2.36,3.12,,UEFA Euro 2020
oddsportal,4749926,UEFA Euro 2020,2021-06-21,North Macedonia,Netherlands,13.35,6.8,1.23,,UEFA Euro 2020
oddsportal,3892869,UEFA Euro 2020,2021-06-20,Italy,Wales,1.48,4.07,8.54,,UEFA Euro 2020
oddsportal,3892851,UEFA Euro 2020,2021-06-20,Switzerland,Turkey,1.72,4.41,4.78,,UEFA Euro 2020
oddsportal,3892862,UEFA Euro 2020,2021-06-19,Spain,Poland,1.33,5.53,10.26,,UEFA Euro 2020
oddsportal,3892865,UEFA Euro 2020,2021-06-19,Portugal,Germany,3.37,3.49,2.22,,UEFA Euro 2020
oddsportal,4749934,UEFA Euro 2020,2021-06-19,Hungary,France,12.66,5.53,1.3,,UEFA Euro 2020
oddsportal,4749928,UEFA Euro 2020,2021-06-18,England,Scotland,1.32,5.34,11.25,,UEFA Euro 2020
oddsportal,3892859,UEFA Euro 2020,2021-06-18,Croatia,Czech Republic,2.17,3.32,3.68,,UEFA Euro 2020
oddsportal,4749931,UEFA Euro 2020,2021-06-18,Sweden,Slovakia,1.9,3.31,4.9,,UEFA Euro 2020
oddsportal,3892856,UEFA Euro 2020,2021-06-17,Netherlands,Austria,1.61,3.96,6.22,,UEFA Euro 2020
oddsportal,3892853,UEFA Euro 2020,2021-06-17,Denmark,Belgium,4.45,3.38,1.96,,UEFA Euro 2020
oddsportal,4749925,UEFA Euro 2020,2021-06-17,Ukraine,North Macedonia,1.78,3.65,5.06,,UEFA Euro 2020
oddsportal,3892850,UEFA Euro 2020,2021-06-16,Italy,Switzerland,1.7,3.63,5.95,,UEFA Euro 2020
oddsportal,3892868,UEFA Euro 2020,2021-06-16,Turkey,Wales,2.75,3.11,2.88,,UEFA Euro 2020
oddsportal,3892871,UEFA Euro 2020,2021-06-16,Finland,Russia,6.6,3.97,1.59,,UEFA Euro 2020
oddsportal,3892864,UEFA Euro 2020,2021-06-15,France,Germany,2.77,3.35,2.66,,UEFA Euro 2020
oddsportal,4749933,UEFA Euro 2020,2021-06-15,Hungary,Portugal,8.23,4.39,1.46,,UEFA Euro 2020
oddsportal,3892861,UEFA Euro 2020,2021-06-14,Spain,Sweden,1.36,5.01,10.03,,UEFA Euro 2020
oddsportal,4749930,UEFA Euro 2020,2021-06-14,Poland,Slovakia,1.73,3.51,5.91,,UEFA Euro 2020
oddsportal,4749927,UEFA Euro 2020,2021-06-14,Scotland,Czech Republic,2.91,2.95,2.85,,UEFA Euro 2020
oddsportal,3892855,UEFA Euro 2020,2021-06-13,Netherlands,Ukraine,1.53,4.45,6.51,,UEFA Euro 2020
oddsportal,4749924,UEFA Euro 2020,2021-06-13,Austria,North Macedonia,1.72,3.67,5.61,,UEFA Euro 2020
oddsportal,3892858,UEFA Euro 2020,2021-06-13,England,Croatia,1.56,4.14,6.75,,UEFA Euro 2020
oddsportal,3892852,UEFA Euro 2020,2021-06-12,Belgium,Russia,2.0,3.38,4.25,,UEFA Euro 2020
oddsportal,3892870,UEFA Euro 2020,2021-06-12,Denmark,Finland,1.37,4.77,11.23,,UEFA Euro 2020
oddsportal,3892867,UEFA Euro 2020,2021-06-12,Wales,Switzerland,4.64,3.21,1.98,,UEFA Euro 2020
oddsportal,7872403,UEFA Euro 2024,2024-07-14,Spain,England,2.41,2.86,3.73,,UEFA Euro 2024
oddsportal,7830579,UEFA Euro 2024,2024-07-10,Netherlands,England,3.25,2.84,2.66,,UEFA Euro 2024
oddsportal,7828025,UEFA Euro 2024,2024-07-09,Spain,France,2.73,2.85,3.17,,UEFA Euro 2024
oddsportal,7804331,UEFA Euro 2024,2024-07-06,Netherlands,Turkey,1.61,4.0,5.95,,UEFA Euro 2024
oddsportal,7782139,UEFA Euro 2024,2024-07-06,England,Switzerland,2.21,2.94,4.08,,UEFA Euro 2024
oddsportal,7794819,UEFA Euro 2024,2024-07-05,Portugal,France,3.45,3.0,2.41,,UEFA Euro 2024
oddsportal,7782297,UEFA Euro 2024,2024-07-05,Spain,Germany,2.66,3.18,2.88,,UEFA Euro 2024
oddsportal,7767163,UEFA Euro 2024,2024-07-02,Austria,Turkey,1.96,3.36,4.31,,UEFA Euro 2024
oddsportal,7767171,UEFA Euro 2024,2024-07-02,Romania,Netherlands,8.11,4.57,1.44,,UEFA Euro 2024
oddsportal,7767167,UEFA Euro 2024,2024-07-01,Portugal,Slovenia,1.36,5.07,9.48,,UEFA Euro 2024
oddsportal,7766775,UEFA Euro 2024,2024-07-01,France,Belgium,2.02,3.3,4.21,,UEFA Euro 2024
oddsportal,7767165,UEFA Euro 2024,2024-06-30,Spain,Georgia,1.2,7.07,14.87,,UEFA Euro 2024
oddsportal,7767169,UEFA Euro 2024,2024-06-30,England,Slovakia,1.44,4.24,8.96,,UEFA Euro 2024
oddsportal,7758357,UEFA Euro 2024,2024-06-29,Germany,Denmark,1.62,3.94,5.89,,UEFA Euro 2024
oddsportal,7753895,UEFA Euro 2024,2024-06-29,Switzerland,Italy,3.34,2.88,2.56,,UEFA Euro 2024
oddsportal,7211267,UEFA Euro 2024,2024-06-26,Czech Republic,Turkey,2.53,3.29,2.87,,UEFA Euro 2024
oddsportal,7440929,UEFA Euro 2024,2024-06-26,Georgia,Portugal,9.05,5.19,1.35,,UEFA Euro 2024
oddsportal,7441144,UEFA Euro 2024,2024-06-26,Ukraine,Belgium,5.65,4.05,1.62,,UEFA Euro 2024
oddsportal,7211264,UEFA Euro 2024,2024-06-26,Slovakia,Romania,2.95,2.13,4.27,,UEFA Euro 2024
oddsportal,7211258,UEFA Euro 2024,2024-06-25,Denmark,Serbia,2.29,3.27,3.37,,UEFA Euro 2024
oddsportal,7211257,UEFA Euro 2024,2024-06-25,England,Slovenia,1.31,5.37,10.82,,UEFA Euro 2024
oddsportal,7211261,UEFA Euro 2024,2024-06-25,Netherlands,Austria,1.82,3.53,4.84,,UEFA Euro 2024
oddsportal,7441199,UEFA Euro 2024,2024-06-25,France,Poland,1.27,5.98,11.43,,UEFA Euro 2024
oddsportal,7211251,UEFA Euro 2024,2024-06-24,Albania,Spain,8.28,4.74,1.4,,UEFA Euro 2024
oddsportal,7211252,UEFA Euro 2024,2024-06-24,Croatia,Italy,3.11,3.09,2.53,,UEFA Euro 2024
oddsportal,7211245,UEFA Euro 2024,2024-06-23,Switzerland,Germany,6.5,3.94,1.58,,UEFA Euro 2024
oddsportal,7211246,UEFA Euro 2024,2024-06-23,Scotland,Hungary,2.34,3.94,2.77,,UEFA Euro 2024
oddsportal,7211263,UEFA Euro 2024,2024-06-22,Belgium,Romania,1.39,4.88,8.21,,UEFA Euro 2024
oddsportal,7211266,UEFA Euro 2024,2024-06-22,Turkey,Portugal,5.85,4.06,1.6,,UEFA Euro 2024
oddsportal,7440928,UEFA Euro 2024,2024-06-22,Georgia,Czech Republic,4.55,3.85,1.77,,UEFA Euro 2024
oddsportal,7211260,UEFA Euro 2024,2024-06-21,Netherlands,France,3.3,3.22,2.39,,UEFA Euro 2024
oddsportal,7441198,UEFA Euro 2024,2024-06-21,Poland,Austria,3.91,3.37,2.04,,UEFA Euro 2024
oddsportal,7441143,UEFA Euro 2024,2024-06-21,Slovakia,Ukraine,3.4,3.3,2.25,,UEFA Euro 2024
oddsportal,7211250,UEFA Euro 2024,2024-06-20,Spain,Italy,2.22,3.13,3.67,,UEFA Euro 2024
oddsportal,7211255,UEFA Euro 2024,2024-06-20,Denmark,England,5.41,3.54,1.73,,UEFA Euro 2024
oddsportal,7211256,UEFA Euro 2024,2024-06-20,Slovenia,Serbia,5.29,3.7,1.72,,UEFA Euro 2024
oddsportal,7211243,UEFA Euro 2024,2024-06-19,Scotland,Switzerland,4.35,3.36,1.94,,UEFA Euro 2024
oddsportal,7211244,UEFA Euro 2024,2024-06-19,Germany,Hungary,1.27,6.08,11.11,,UEFA Euro 2024
oddsportal,7211249,UEFA Euro 2024,2024-06-19,Croatia,Albania,1.46,4.42,7.55,,UEFA Euro 2024
oddsportal,7211265,UEFA Euro 2024,2024-06-18,Portugal,Czech Republic,1.5,4.36,6.65,,UEFA Euro 2024
oddsportal,7440927,UEFA Euro 2024,2024-06-18,Turkey,Georgia,1.63,3.93,5.62,,UEFA Euro 2024
oddsportal,7211259,UEFA Euro 2024,2024-06-17,Austria,France,6.19,4.28,1.54,,UEFA Euro 2024
oddsportal,7211262,UEFA Euro 2024,2024-06-17,Belgium,Slovakia,1.49,4.36,6.79,,UEFA Euro 2024
oddsportal,7441142,UEFA Euro 2024,2024-06-17,Romania,Ukraine,4.58,3.52,1.86,,UEFA Euro 2024
oddsportal,7211253,UEFA Euro 2024,2024-06-16,Serbia,England,6.81,4.38,1.49,,UEFA Euro 2024
oddsportal,7211254,UEFA Euro 2024,2024-06-16,Slovenia,Denmark,5.64,3.63,1.69,,UEFA Euro 2024
oddsportal,7441197,UEFA Euro 2024,2024-06-16,Poland,Netherlands,6.56,4.29,1.52,,UEFA Euro 2024
oddsportal,7211248,UEFA Euro 2024,2024-06-15,Italy,Albania,1.35,4.87,10.7,,UEFA Euro 2024
oddsportal,7211247,UEFA Euro 2024,2024-06-15,Spain,Croatia,1.9,3.47,4.4,,UEFA Euro 2024
oddsportal,7211242,UEFA Euro 2024,2024-06-15,Hungary,Switzerland,3.81,3.16,2.15,,UEFA Euro 2024
