tournaments_backtested,topscorer_total_points,topscorer_candidate_efficiency,topscorer_overall_efficiency,topscorer_scoring_pick_rate,match_total_points,match_exact_accuracy,match_toto_accuracy,matches_backtested,average_position_known_rate
8,768.0,0.22325581395348837,0.07704654895666131,0.11029411764705882,5580.0,0.0782608695652174,0.41739130434782606,115,1.0
